Iteration                Wall_Time                Samples                  Samples_Per_Second       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Disc_Base_Reward_Mean    Disc_Base_Reward_Std     Disc_P_Reward_Mean       Disc_P_Reward_Std        Disc_Prog_Reward_Mean    Disc_Prog_Reward_Std     Disc_Abs_Reward_Mean     Disc_Abs_Reward_Std      Disc_Energy_Mean         Disc_Energy_Std          Disc_Energy_P95          Disc_Energy_Max          Disc_Abs_Root_Mean       Disc_Abs_Root_Std        Disc_E_Root_Pos          Disc_E_Root_Rot          Disc_E_Joint_Rot         Disc_E_Body_Pos          Disc_E_Root_Vel          Disc_E_Root_Ang          Disc_E_Dof_Vel           Disc_Flow_Prog_Mean      Disc_Flow_F_Abs          Disc_Flow_Prog_Abs       Disc_Flow_Circ_Abs       Disc_Flow_Circ_Ratio     Disc_Flow_Prog_R_Delta   Disc_Flow_Abs_R_Delta    Disc_Flow_Circ_R_Delta   Disc_Flow_R_Circ_Ratio   Disc_Reward_Clip_Frac    Disc_Flow_Rev_Gap        Disc_Flow_Shuffle_Gap    Disc_Flow_Norm           Disc_Flow_S_Norm         Disc_Flow_A_Norm         Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     0.6216251852777269       131203072                58629.055966409906       0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.10075363516807556      -0.003487726440653205    0.11270904541015625      0.9995719194412231       1.7793988504877234e-09   0.3635033965110779       0.061469729989767075     4.5255279541015625       1.0                      0.9993190765380859       1.5877074003219604       -1.7073214054107666      0.009243655949831009     0.31931960582733154      -0.13606032729148865     0.08041883260011673      -0.11599235236644745     0.0669361874461174       -0.0200679749250412      0.027485113590955734     -4.193281347397715e-05   0.022693276405334473     -0.020026041194796562    0.01110854558646679      0.6481379270553589       0.3389788866043091       1.2216277122497559       2.4933481216430664       -0.00824049673974514     0.009985123760998249     0.05886068940162659      0.034522008150815964     0.0016122374217957258    0.006321209017187357     0.04939965903759003      0.3061147630214691       0.19130735099315643      -0.004451204091310501    1.5879662036895752       0.15888050198554993      0.04070940986275673      0.20396526157855988      0.015888050198554993     0.019835323095321655     0.0032551356125622988    0.08351100981235504      0.0009765625             0.25911200046539307      0.04724150896072388      8.43636703491211         0.18693697452545166      0.07510446012020111      0.8479532599449158       1.3721978664398193       0.415787935256958        1.4053961038589478       1.1056270599365234       0.564737856388092        1.6777230501174927       0.3356723487377167       0.2670871615409851       1.0                      
1100                     0.6823073418272866       144310272                58750.92382754067        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.055555809289216995     0.004219484981149435     0.10348053276538849      0.9998608827590942       0.0                      0.36001822352409363      0.061497680842876434     3.4258971214294434       1.0                      0.9993648529052734       1.5442370176315308       -1.667554497718811       0.005327301099896431     0.23843088746070862      -0.1309695690870285      0.07850127667188644      -0.11267702281475067     0.06403686106204987      -0.018292531371116638    0.02732856385409832      -1.4826804545009509e-05  0.022689292207360268     -0.01827770471572876     0.010784758254885674     0.6382831335067749       0.3459043800830841       1.2115166187286377       2.377612590789795        -0.006430717185139656    0.009203745052218437     0.045933693647384644     0.0345805399119854       0.0014313824940472841    0.0060781193897128105    0.050263747572898865     0.3112655282020569       0.18873006105422974      -0.00046857865527272224  1.5687789916992188       0.1585383117198944       0.03978957235813141      0.2006251960992813       0.01585383154451847      0.018266335129737854     0.00316005852073431      0.0847649797797203       0.00048828125            0.26337552070617676      0.04718432575464249      8.544290542602539        0.18693697452545166      0.07553153485059738      0.7620552182197571       1.3554915189743042       0.402777761220932        1.349555492401123        1.0995726585388184       0.5672727227210999       1.684111475944519        0.3356723487377167       0.2670871615409851       1.0                      
1200                     0.7431752926773495       157417472                58838.17181007889        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.042743999511003494     -0.0026448722928762436   0.10902100056409836      0.9999659657478333       0.0                      0.3564780354499817       0.06141617149114609      2.63425350189209         1.0                      0.9994697570800781       1.513227939605713        -1.6466825008392334      0.00350126251578331      0.20793694257736206      -0.13006529211997986     0.07767888903617859      -0.11243294179439545     0.06335179507732391      -0.017632342875003815    0.027264904230833054     -4.6621244109701365e-05  0.022894661873579025     -0.017585722729563713    0.010141908191144466     0.6314185857772827       0.3454018831253052       1.1974130868911743       2.2482759952545166       -0.005783576052635908    0.008380912244319916     0.04131125658750534      0.03478776663541794      0.0013731925282627344    0.006063991226255894     0.05072391405701637      0.3124296963214874       0.18472878634929657      -0.001634071348235011    1.5474129915237427       0.1575261950492859       0.04012732952833176      0.20301851630210876      0.015752620995044708     0.017637139186263084     0.0031836554408073425    0.08704831451177597      0.00048828125            0.2672250270843506       0.04578179493546486      8.447094917297363        0.18693697452545166      0.07535192370414734      0.7489009499549866       1.3424855470657349       0.3977181315422058       1.3299033641815186       1.0880874395370483       0.5717155337333679       1.6792141199111938       0.3356723487377167       0.2670871615409851       1.0                      
1300                     0.8040114869674047       170524672                58914.536934177886       0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.050106506794691086     -0.0011564538581296802   0.09135589748620987      0.9998242259025574       0.0                      0.35518819093704224      0.061365000903606415     2.0577175617218018       1.0                      0.9994831085205078       1.4877361059188843       -1.6258299350738525      0.009905830025672913     0.2255963385105133       -0.12897992134094238     0.07811856269836426      -0.11179636418819427     0.06388482451438904      -0.017183564603328705    0.026792488992214203     8.786258149484638e-06    0.022546259686350822     -0.017192350700497627    0.009835303761065006     0.6313433647155762       0.3458901643753052       1.1892783641815186       2.5647482872009277       -0.005326397716999054    0.007872183807194233     0.038045696914196014     0.03449217975139618      0.001438888139091432     0.006030429154634476     0.05151204764842987      0.3153235912322998       0.18450048565864563      0.006947128567844629     1.5588346719741821       0.15923281013965607      0.03852999955415726      0.1948293298482895       0.015923280268907547     0.017061462625861168     0.003065733704715967     0.08504001051187515      0.001220703125           0.26919543743133545      0.044829562306404114     8.488285064697266        0.18693697452545166      0.07532492280006409      0.7017672657966614       1.3329190015792847       0.3960152864456177       1.3300530910491943       1.0701122283935547       0.5744637846946716       1.6886500120162964       0.3356723487377167       0.2670871615409851       1.0                      
1400                     0.8648413381973903       183631872                58980.591098538745       0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.035625629127025604     -0.011829167604446411    0.10336609184741974      0.999994695186615        1.3601132664575744e-08   0.3546290993690491       0.061701614409685135     1.6303696632385254       1.0                      0.99945068359375         1.4684727191925049       -1.6082738637924194      0.006734726019203663     0.19082419574260712      -0.127105712890625       0.07517307996749878      -0.10997886210680008     0.0612957738339901       -0.017126861959695816    0.026346709579229355     -1.0626265066093765e-05  0.02228602208197117      -0.017116233706474304    0.0094100721180439       0.6237667798995972       0.34138068556785583      1.1772558689117432       2.332432985305786        -0.005414384417235851    0.007545277941972017     0.03867417573928833      0.03408175706863403      0.001423444366082549     0.005992505699396133     0.051392972469329834     0.3102300763130188       0.18197177350521088      -0.000688931904733181    1.5491667985916138       0.1562325358390808       0.036344271153211594     0.18872608244419098      0.015623253770172596     0.01729786954820156      0.002900725696235895     0.08097640424966812      0.00048828125            0.26634466648101807      0.04273960739374161      8.35748291015625         0.18693697452545166      0.075156569480896        0.7359599471092224       1.31362783908844         0.39414966106414795      1.3316717147827148       1.0576525926589966       0.5764163136482239       1.6749104261398315       0.3356723487377167       0.2670871615409851       1.0                      
1500                     0.9257525162564384       196739072                59032.77740277182        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.02647092565894127      -0.005997041705995798    0.1201934814453125       0.9997043609619141       3.423011776249041e-06    0.35566502809524536      0.06187454238533974      1.3150660991668701       1.0                      0.9994945526123047       1.4505194425582886       -1.5832998752593994      0.006878103129565716     0.1632123589515686       -0.12438496947288513     0.0741339772939682       -0.10766685009002686     0.06046810373663902      -0.01671811193227768     0.02623743750154972      -2.451780528645031e-05   0.022505437955260277     -0.016693592071533203    0.00849246047437191      0.6140583753585815       0.341756135225296        1.179248571395874        2.2306067943573          -0.005147829651832581    0.0063020819798111916    0.03677021339535713      0.033088646829128265     0.0013306790497153997    0.005914302542805672     0.050709452480077744     0.3082992434501648       0.17794588208198547      -0.005657214671373367    1.4979255199432373       0.15976276993751526      0.0367036908864975       0.18681910634040833      0.015976278111338615     0.01673392578959465      0.0029094205237925053    0.08168024569749832      0.000244140625           0.2663767635822296       0.04270118847489357      8.277189254760742        0.18693697452545166      0.07607033103704453      0.7220973372459412       1.286780595779419        0.39068374037742615      1.319195032119751        1.0345321893692017       0.5733523368835449       1.6735435724258423       0.3356723487377167       0.2670871615409851       1.0                      
1600                     0.9865997601217694       209846272                59082.34875702452        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.021354490891098976     -0.0010994449257850647   0.124267578125           1.000093936920166        5.995153514959384e-06    0.3568660020828247       0.062137071043252945     1.0794215202331543       1.0                      0.9995365142822266       1.4303704500198364       -1.568408489227295       0.005999537650495768     0.14678816497325897      -0.12426836788654327     0.07400324195623398      -0.1077151745557785      0.06034233793616295      -0.01655319705605507     0.026225166395306587     -3.7652360333595425e-05  0.022564992308616638     -0.016515545547008514    0.008244376629590988     0.614905595779419        0.34233713150024414      1.1805620193481445       2.3777027130126953       -0.004920339211821556    0.005957481451332569     0.03514528274536133      0.03328770026564598      0.001325137447565794     0.00598676223307848      0.05093688517808914      0.3130933940410614       0.17513039708137512      -0.003211389295756817    1.518035888671875        0.15721780061721802      0.034755878150463104     0.18104499578475952      0.015721779316663742     0.016680344939231873     0.002768827136605978     0.07872480899095535      0.000244140625           0.2642439603805542       0.04086931049823761      8.280895233154297        0.18693697452545166      0.07681792229413986      0.7084765434265137       1.2839229106903076       0.3916738033294678       1.321580410003662        1.0160540342330933       0.5742903351783752       1.6744898557662964       0.3356723487377167       0.2670871615409851       1.0                      
1700                     1.0473335987991756       222953472                59132.56298757895        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.022770551964640617     -0.00938443187624216     0.117523193359375        0.9996445775032043       1.2314834748394787e-05   0.3601134121417999       0.06262990087270737      0.9031020998954773       1.0                      0.9996299743652344       1.4120583534240723       -1.5423743724822998      0.005835500080138445     0.15201760828495026      -0.12104560434818268     0.07325368374586105      -0.10515308380126953     0.05975847691297531      -0.015892524272203445    0.02606509067118168      -3.498822479741648e-05   0.022583216428756714     -0.01585753634572029     0.0077102105133235455    0.6033648252487183       0.33880534768104553      1.1614964008331299       2.188743829727173        -0.004421945195645094    0.005171556957066059     0.031585320830345154     0.03304743021726608      0.0012017275439575315    0.005926505662500858     0.05095791444182396      0.3096173405647278       0.17102861404418945      -0.003891904838383198    1.4700403213500977       0.15971925854682922      0.03351987898349762      0.17346318066120148      0.015971926972270012     0.01592235080897808      0.002651770133525133     0.0767604261636734       0.00048828125            0.26533377170562744      0.0395452156662941       8.159988403320312        0.18693697452545166      0.07723692804574966      0.6898743510246277       1.2804620265960693       0.3888522982597351       1.307650089263916        0.9963403344154358       0.5673611760139465       1.6778771877288818       0.3356723487377167       0.2670871615409851       1.0                      
1800                     1.1082972639799118       236060672                59165.00114185738        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.01832517981529236      0.0001987059658858925    0.14200134575366974      0.9992209672927856       6.663456588285044e-06    0.36154642701148987      0.06223105639219284      0.7695654630661011       1.0                      0.9996490478515625       1.3943978548049927       -1.5195417404174805      0.006801635026931763     0.13577446341514587      -0.11867780983448029     0.07172884047031403      -0.10296651721000671     0.05851457640528679      -0.01571129634976387     0.025487614795565605     -2.0719744497910142e-07  0.022092755883932114     -0.015711089596152306    0.0074585964903235435    0.5947592258453369       0.3337101638317108       1.1494929790496826       1.9769593477249146       -0.004451888147741556    0.004922223277390003     0.03179920092225075      0.03210419416427612      0.0010698745027184486    0.005780525039881468     0.051395393908023834     0.3045746386051178       0.1680353581905365       0.002168669831007719     1.4555110931396484       0.1495634913444519       0.03217592090368271      0.17704424262046814      0.01495634950697422      0.015643155202269554     0.0025438470765948296    0.07675283402204514      0.00048828125            0.26086023449897766      0.038840778172016144     8.103988647460938        0.18693697452545166      0.07755359262228012      0.6707133650779724       1.2527351379394531       0.3826201260089874       1.2809622287750244       0.980279266834259        0.5693323612213135       1.6788556575775146       0.3356723487377167       0.2670871615409851       1.0                      
1900                     1.1690423931678136       249167872                59205.12222848222        0.0                      300.0                    4096                     0.0                      300.0                    40960                    0.0157517958432436       -0.003248852211982012    0.15274658799171448      0.9996272921562195       5.8791447372641414e-06   0.3640868067741394       0.06264104694128036      0.6672533750534058       1.0                      0.9996566772460938       1.3776428699493408       -1.5026240348815918      0.0052498760633170605    0.12576419115066528      -0.11697205901145935     0.07113182544708252      -0.10173740983009338     0.05767172574996948      -0.015234648250043392    0.025454459711909294     -2.502943607396446e-05   0.022177867591381073     -0.015209618955850601    0.007023536134511232     0.5887652635574341       0.3350020945072174       1.1536734104156494       2.000140428543091        -0.004006699658930302    0.004008063115179539     0.02861928567290306      0.031911700963974        0.0009818434482440352    0.0057450588792562485    0.052347809076309204     0.30494970083236694      0.16420984268188477      0.0007269124034792185    1.4423496723175049       0.152723491191864        0.03190925344824791      0.17282551527023315      0.01527235098183155      0.015139822848141193     0.0025151357986032963    0.07638446241617203      0.0                      0.2668679356575012       0.03813580423593521      8.08670711517334         0.18693697452545166      0.07804490625858307      0.6479138731956482       1.2473301887512207       0.3796469271183014       1.2684918642044067       0.9627758860588074       0.575385332107544        1.6864055395126343       0.3356723487377167       0.2670871615409851       1.0                      
