Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1500                     1.1269352298312718       196739072                49136.77620108764        0                        2509.82958984375         0.0                      86.91139221191406        8493                     0.0                      93.47312927246094        137423                   0.38975635170936584      2.3170931339263916       -0.0065769958309829235   0.140391543507576        0.9997637867927551       7.034053055576805e-07    8.269864082336426        0.011366348713636398     0.0014246791834011674    2.615792618598789e-05    2.8992366790771484       0.10262810438871384      0.04229575768113136      0.4535299241542816       1.4979357719421387       0.014979355968534946     1.0                      0.9997520446777344       3.3180603981018066       -3.955416679382324       0.022381113842129707     0.008635152131319046     0.6272086501121521       0.10046672821044922      0.13612572848796844      0.3799818754196167       0.3317162096500397       0.11381077021360397      0.4567461907863617       0.6795802712440491       0.312876433134079        0.5854819416999817       0.34760358929634094      0.2730605900287628       1.0                      
1600                     1.2011263557275136       209846272                49074.66652284557        0                        2509.82958984375         0.0                      90.2571029663086         8277                     0.0                      95.73621368408203        134048                   0.43908727169036865      2.903907537460327        -0.006962108891457319    0.14294128119945526      1.0000050067901611       1.3743540876021143e-05   9.029541015625           0.011298258788883686     0.001420405344106257     8.71930842549773e-06     3.131774663925171        0.10667400062084198      0.044811028987169266     0.4809933602809906       1.3763643503189087       0.013763641938567162     1.0                      0.9997329711914062       3.2387499809265137       -3.899266242980957       0.02297297865152359      -0.005420563742518425    0.6652209758758545       0.10380406677722931      0.13663282990455627      0.36836501955986023      0.3241032361984253       0.11201269924640656      0.448882520198822        0.6674502491950989       0.3009853959083557       0.5709789395332336       0.34760358929634094      0.2730605900287628       1.0                      
1700                     1.2752526277303695       222953472                49117.57731265916        0                        2509.82958984375         0.0                      93.90265655517578        7932                     0.0                      98.34855651855469        130464                   0.45873701572418213      3.1285009384155273       -0.007435108069330454    0.15787963569164276      0.9998809099197388       1.0318872227799147e-05   9.540404319763184        0.010836371220648289     0.001391067635267973     3.487723370199092e-05    3.3514814376831055       0.11149425804615021      0.04761011525988579      0.5117915272712708       1.2704998254776          0.012704998254776001     1.0                      0.9998416900634766       3.1615195274353027       -3.831139326095581       0.023751473054289818     -0.012695278972387314    0.6800879836082458       0.10991629958152771      0.13957776129245758      0.33920690417289734      0.3002016544342041       0.1030748263001442       0.4239089787006378       0.6475411653518677       0.2831514775753021       0.5428315997123718       0.34760358929634094      0.2730605900287628       1.0                      
1800                     1.3492762819925943       236060672                49185.665185730206       0                        2509.82958984375         0.0                      95.28057098388672        7816                     0.0                      100.27295684814453       127864                   0.4354332685470581       3.782899856567383        -0.008710048161447048    0.15281982719898224      0.999530017375946        1.3225777365732938e-05   9.434645652770996        0.01535697653889656      0.0016559958457946777    2.615792618598789e-05    3.283670425415039        0.1168188601732254       0.05055318772792816      0.5447862148284912       1.178706407546997        0.01178706530481577      1.0                      0.9998874664306641       3.0907349586486816       -3.7553796768188477      0.02458297275006771      0.009168736636638641     0.6620187759399414       0.11664152145385742      0.1422705203294754       0.33464065194129944      0.2884756028652191       0.09977126121520996      0.41603800654411316      0.6316006183624268       0.27425310015678406      0.5271826982498169       0.34760358929634094      0.2730605900287628       1.0                      
1900                     1.423275840216213        249167872                49201.66754506041        0                        2509.82958984375         0.0                      94.32711791992188        7814                     0.0                      103.61931610107422       123651                   0.45806002616882324      3.7770514488220215       -0.009321296587586403    0.17879943549633026      0.9991127848625183       9.154416147794109e-06    10.414067268371582       0.012600678950548172     0.0015000414568930864    4.3596541217993945e-05   4.020758152008057        0.12122895568609238      0.053249068558216095     0.570006787776947        1.0979212522506714       0.010979212820529938     1.0                      0.9998683929443359       3.0243940353393555       -3.7054190635681152      0.02545488253235817      0.0023420967627316713    0.6807883977890015       0.12135303020477295      0.14437521994113922      0.3332390785217285       0.28016629815101624      0.09793951362371445      0.40473073720932007      0.6260507702827454       0.2716359496116638       0.5170602202415466       0.34760358929634094      0.2730605900287628       1.0                      
2000                     1.4980190760559506       262275072                48712.11681132635        0                        2509.82958984375         0.0                      95.42967987060547        7731                     0.0                      105.64385223388672       121250                   0.42428305745124817      4.2454400062561035       -0.011802137829363346    0.15711823105812073      0.999393880367279        9.267003406421281e-06    9.22394847869873         0.013501329347491264     0.0015527249779552221    4.3596541217993945e-05   4.026342391967773        0.12455558031797409      0.055445536971092224     0.5881545543670654       1.0294597148895264       0.0102945975959301       1.0                      0.9999065399169922       2.967397928237915        -3.6739437580108643      0.026281792670488358     -0.0017248259391635656   0.653671145439148        0.12344302982091904      0.14435584843158722      0.32935386896133423      0.2788911759853363       0.09777819365262985      0.4010414779186249       0.6218395233154297       0.26592719554901123      0.5237846374511719       0.34760358929634094      0.2730605900287628       1.0                      
2100                     1.5731219249301487       275382272                48478.86695672586        0                        2509.82958984375         0.0                      93.45858001708984        7870                     0.0                      107.00235748291016       119641                   0.40714558959007263      3.4162259101867676       -0.011579356156289577    0.16322632133960724      0.9994027018547058       3.7838617572560906e-05   9.570321083068848        0.011092046275734901     0.0014073830097913742    0.00010463170474395156   4.072417259216309        0.12838596105575562      0.057537857443094254     0.6112666130065918       0.9721435308456421       0.00972143467515707      1.0                      0.9999198913574219       2.925797700881958        -3.623764991760254       0.026935501024127007     -0.0062333969399333      0.64164799451828         0.12761913239955902      0.144545316696167        0.3258565664291382       0.2769944667816162       0.09671585261821747      0.39409902691841125      0.6154738664627075       0.26550158858299255      0.5203701257705688       0.34760358929634094      0.2730605900287628       1.0                      
2200                     1.6577169728941388       288489472                43039.1614976815         0                        2509.82958984375         0.0                      95.89599609375           7723                     0.0                      107.94673156738281       118560                   0.3801802396774292       4.427515029907227        -0.012698856182396412    0.17010803520679474      0.9996678233146667       1.3760930414719041e-05   10.2528715133667         0.011441502720117569     0.0014293801505118608    8.719308243598789e-05    3.986868143081665        0.13090814650058746      0.059151310473680496     0.625293493270874        0.9227481484413147       0.009227480739355087     1.0                      0.9998893737792969       2.890979766845703        -3.611912727355957       0.027508946135640144     0.003388321492820978     0.6181468963623047       0.1305873990058899       0.1468500941991806       0.3262876272201538       0.2764233350753784       0.09584525227546692      0.39801663160324097      0.6078537106513977       0.25883153080940247      0.5017479062080383       0.34760358929634094      0.2730605900287628       1.0                      
2300                     1.7316026382313834       301596672                49277.50705201399        0                        2509.82958984375         0.0                      96.66710662841797        7719                     0.0                      108.51992797851562       117925                   0.3471635580062866       4.3320536613464355       -0.012906580232083797    0.15880738198757172      0.9994049072265625       1.4346099305839743e-05   9.66455364227295         0.013585585169494152     0.0015575629658997059    8.719308243598789e-05    4.538308620452881        0.13351497054100037      0.06059644743800163      0.6410844326019287       0.8810073137283325       0.008810071274638176     1.0                      0.9999217987060547       2.865389585494995        -3.5681002140045166      0.0279428381472826       0.004021458327770233     0.5920718908309937       0.13422748446464539      0.14770974218845367      0.32050859928131104      0.2733743190765381       0.0937076285481453       0.3873218595981598       0.6008580327033997       0.24978050589561462      0.49422383308410645      0.34760358929634094      0.2730605900287628       1.0                      
2400                     1.805387518538369        314703872                49344.81605544405        0                        2509.82958984375         0.0                      97.12374114990234        7593                     0.0                      109.4813232421875        116866                   0.3279089033603668       4.734806060791016        -0.012854392640292645    0.16587983071804047      0.9994077682495117       3.548898166627623e-05    10.170695304870605       0.0163938719779253       0.0017109878826886415    0.00011335100862197578   4.569637775421143        0.1344602108001709       0.061344411224126816     0.6467628479003906       0.8439490795135498       0.008439491502940655     1.0                      0.9999427795410156       2.8449530601501465       -3.5736074447631836      0.028246857225894928     -0.014376705512404442    0.5759241580963135       0.13389798998832703      0.14740657806396484      0.33280694484710693      0.2851070165634155       0.0975225493311882       0.3989359438419342       0.6135373711585999       0.2562411427497864       0.5166882872581482       0.34760358929634094      0.2730605900287628       1.0                      
2500                     1.8791934804783927       327811072                49330.72653489799        0                        2509.82958984375         0.0                      94.93016815185547        7874                     0.0                      110.21273803710938       116102                   0.31069818139076233      4.247087478637695        -0.012406034395098686    0.153706356883049        0.9994122385978699       6.276750355027616e-05    9.442400932312012        0.011622408404946327     0.0014406376285478473    0.00015694755711592734   4.7946577072143555       0.1359996199607849       0.06230852007865906      0.6558049321174622       0.8110602498054504       0.00811060331761837      1.0                      0.9999370574951172       2.826702117919922        -3.552931070327759       0.028547341004014015     0.003262035083025694     0.5617095828056335       0.13623812794685364      0.1482408195734024       0.33256709575653076      0.27384015917778015      0.09460356086492538      0.3860134184360504       0.6026181578636169       0.25041812658309937      0.48645707964897156      0.34760358929634094      0.2730605900287628       1.0                      
2600                     1.9530476067463558       340918272                49298.55284931327        0                        2509.82958984375         0.0                      94.90636444091797        7776                     0.0                      110.68016052246094       115588                   0.3522484004497528       3.9258666038513184       -0.016080372035503387    0.16250000894069672      1.0000126361846924       4.641450505005196e-05    9.737663269042969        0.011893566697835922     0.001457345555536449     0.00011335100862197578   4.4035844802856445       0.13736264407634735      0.06327151507139206      0.6627551317214966       0.7815647721290588       0.007815646938979626     1.0                      0.9999256134033203       2.807089328765869        -3.5445046424865723      0.02893405593931675      0.00015111168613657355   0.5972610712051392       0.13712447881698608      0.14937807619571686      0.3319185674190521       0.27879923582077026      0.09537197649478912      0.3839717209339142       0.599830150604248        0.24816302955150604      0.4877825975418091       0.34760358929634094      0.2730605900287628       1.0                      
2700                     2.0267700830433104       354025472                49386.58742061721        0                        2509.82958984375         0.0                      94.31887817382812        7866                     0.0                      111.09296417236328       115136                   0.308736115694046        4.544013500213623        -0.014367572963237762    0.1631423979997635       1.0001426935195923       1.2856845387432259e-05   9.969498634338379        0.012464307248592377     0.0014919029781594872    0.0001482282386859879    4.74218225479126         0.13829749822616577      0.0638442113995552       0.6689808368682861       0.7555170059204102       0.007555169519037008     1.0                      0.9999599456787109       2.7914750576019287       -3.538468837738037       0.029263785108923912     -0.008882375434041023    0.5588609576225281       0.13671709597110748      0.1478179693222046       0.3343471586704254       0.29297342896461487      0.09681396931409836      0.39380505681037903      0.6038641929626465       0.24773481488227844      0.5004962086677551       0.34760358929634094      0.2730605900287628       1.0                      
2800                     2.1003285185496012       367132672                49496.72290394687        0                        2509.82958984375         0.0                      95.06761932373047        7406                     0.0                      111.29893493652344       114843                   0.2829020023345947       4.511067867279053        -0.012152610346674919    0.16501007974147797      0.9996844530105591       3.0133105610730127e-05   9.612470626831055        0.012479053810238838     0.0014927855227142572    0.00017438616487197578   5.215141773223877        0.13947780430316925      0.06454658508300781      0.6760960221290588       0.7321593761444092       0.007321593817323446     1.0                      0.9999275207519531       2.782796859741211        -3.5263166427612305      0.029338710010051727     0.004145418293774128     0.5345730781555176       0.1390792727470398       0.14949648082256317      0.3537077009677887       0.2926577031612396       0.09700920432806015      0.3896070420742035       0.5999616384506226       0.24381829798221588      0.4930780231952667       0.34760358929634094      0.2730605900287628       1.0                      
2900                     2.174129125939475        380239872                49334.30291387827        0                        2509.82958984375         0.0                      95.24848937988281        7857                     0.0                      111.90579986572266       114376                   0.30328238010406494      3.9992196559906006       -0.014051464386284351    0.1660720854997635       0.9992880821228027       2.4688806661288254e-05   9.679586410522461        0.010791349224746227     0.0013881752965971828    0.0001220703125          4.69606876373291         0.14105099439620972      0.06550532579421997      0.6844477653503418       0.710090696811676        0.0071009076200425625    1.0                      0.9999370574951172       2.765089273452759        -3.521198034286499       0.02970845066010952      -0.0013007775414735079   0.553202748298645        0.14134186506271362      0.15094627439975739      0.34593090415000916      0.29189014434814453      0.09598729014396667      0.38884237408638         0.5984369516372681       0.24199149012565613      0.4876709580421448       0.34760358929634094      0.2730605900287628       1.0                      
3000                     2.2478967905044556       393347072                49356.33221690985        0                        2509.82958984375         0.0                      94.41935729980469        7862                     0.0                      112.21614074707031       113999                   0.267284631729126        3.7167584896087646       -0.012215948663651943    0.16116027534008026      0.999823272228241        4.235722008161247e-05    10.070291519165039       0.01262635737657547      0.001501569990068674     0.00013078963092993945   4.651138782501221        0.14166630804538727      0.06596364825963974      0.6880029439926147       0.6902388334274292       0.006902389228343964     1.0                      0.9999427795410156       2.7535758018493652       -3.508660316467285       0.029919615015387535     -0.008575912564992905    0.5201594829559326       0.1407223343849182       0.14940838515758514      0.3472311794757843       0.29616579413414         0.09636804461479187      0.3941875100135803       0.594499945640564        0.24450106918811798      0.4881439507007599       0.34760358929634094      0.2730605900287628       1.0                      
3100                     2.3216617433892357       406454272                49358.14887583118        0                        2509.82958984375         0.0                      96.4897232055664         7660                     0.0                      112.3083267211914        113891                   0.278973788022995        4.751904487609863        -0.01324373483657837     0.1698257476091385       0.9993748664855957       1.914385757117998e-05    9.796124458312988        0.014457523822784424     0.0016067681135609746    8.719308243598789e-05    5.068603038787842        0.14213354885578156      0.066377654671669        0.6903371810913086       0.6722168922424316       0.006722168065607548     1.0                      0.9999427795410156       2.7453267574310303       -3.5025711059570312      0.030051812529563904     0.001124558155424893     0.5304948687553406       0.14169777929782867      0.15088970959186554      0.3364775776863098       0.28950440883636475      0.09410088509321213      0.38482949137687683      0.5937339067459106       0.23741883039474487      0.4788414239883423       0.34760358929634094      0.2730605900287628       1.0                      
3200                     2.3954114314582613       419561472                49368.36264878771        0                        2509.82958984375         0.0                      94.5582504272461         7821                     0.0                      112.61344146728516       113593                   0.27312567830085754      4.780274391174316        -0.013353641144931316    0.17646637558937073      0.9996949434280396       6.559795565408422e-06    10.369091033935547       0.012575384229421616     0.001498535042628646     7.847377855796367e-05    4.490522384643555        0.1438947170972824       0.0672268271446228       0.7011232972145081       0.6555572748184204       0.006555572617799044     1.0                      0.9999599456787109       2.7353110313415527       -3.478945732116699       0.030285244807600975     0.003948954865336418     0.5253875255584717       0.14507554471492767      0.15166527032852173      0.349251389503479        0.2977164387702942       0.09727498888969421      0.396318644285202        0.6021799445152283       0.24088776111602783      0.48710373044013977      0.34760358929634094      0.2730605900287628       1.0                      
3300                     2.469203555981318        432668672                49339.97634615841        0                        2509.82958984375         0.0                      96.45928192138672        7740                     0.0                      112.8299331665039        113369                   0.24653618037700653      4.363666534423828        -0.011180436238646507    0.181202694773674        0.9997735023498535       2.848590156645514e-05    10.386743545532227       0.013960117474198341     0.001578885829076171     0.00013078963092993945   5.649042129516602        0.14356578886508942      0.06718507409095764      0.6997392177581787       0.6406770348548889       0.006406771019101143     1.0                      0.9999485015869141       2.731104612350464        -3.482717752456665       0.03028678335249424      0.001768793212249875     0.5004333853721619       0.14373067021369934      0.15129010379314423      0.34796518087387085      0.2998411953449249       0.09820281714200974      0.4010903835296631       0.6045013070106506       0.24249188601970673      0.4903712868690491       0.34760358929634094      0.2730605900287628       1.0                      
