Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
3400                     2.543009731173515        445775872                49330.58431031601        0                        2509.82958984375         0.0                      96.40310668945312        7747                     0.0                      112.83460998535156       113357                   0.2483108788728714       4.8693060874938965       -0.010000011883676052    0.18681640923023224      0.9993228316307068       5.0407044909661636e-05   10.990936279296875       0.01426977850496769      0.001596301794052124     4.3596541217993945e-05   4.625527858734131        0.14508114755153656      0.06795113533735275      0.708727240562439        0.625731348991394        0.006257312372326851     1.0                      0.9999427795410156       2.7214181423187256       -3.458995819091797       0.030471140518784523     0.00837949849665165      0.5003969073295593       0.146977499127388        0.15276852250099182      0.3564457893371582       0.28952065110206604      0.09555048495531082      0.3881456255912781       0.5942938923835754       0.237470805644989        0.4821626842021942       0.34760358929634094      0.2730605900287628       1.0                      
3500                     2.6169199521011777       458883072                49261.13495547847        0                        2509.82958984375         0.0                      98.43235778808594        7563                     0.0                      113.39852142333984       112827                   0.2673092186450958       4.833488941192627        -0.014287668280303478    0.1702880859375          0.9996320009231567       1.003166562441038e-05    10.28817367553711        0.012068907730281353     0.0014680485473945737    4.3596541217993945e-05   6.240920066833496        0.14574448764324188      0.0684191882610321       0.712142825126648        0.6111021041870117       0.006111022084951401     1.0                      0.9999542236328125       2.7100260257720947       -3.4511773586273193      0.03068157285451889      0.0018255701288580894    0.5196442604064941       0.14651985466480255      0.15199577808380127      0.3606353998184204       0.2985821068286896       0.09891257435083389      0.4027201235294342       0.6000805497169495       0.23609092831611633      0.4818873405456543       0.34760358929634094      0.2730605900287628       1.0                      
3600                     2.6907082339790134       471990272                49342.5407663065         0                        2509.82958984375         0.0                      97.40420532226562        7672                     0.0                      113.37752532958984       112822                   0.23540353775024414      3.932948589324951        -0.010654843412339687    0.17155304551124573      0.9997331500053406       1.9217777662561275e-05   10.046957015991211       0.014736607670783997     0.0016222018748521805    0.00010463170474395156   5.02921724319458         0.14527493715286255      0.06839552521705627      0.7089307308197021       0.5986331105232239       0.005986331030726433     1.0                      0.9999542236328125       2.709207057952881        -3.481990337371826       0.030667943879961967     0.005278772674500942     0.48717546463012695      0.14463606476783752      0.15286076068878174      0.3408333361148834       0.2906669080257416       0.09541206806898117      0.38806548714637756      0.590067982673645        0.23222538828849792      0.47312337160110474      0.34760358929634094      0.2730605900287628       1.0                      
3700                     2.764567563003964        485097472                49295.12884246119        0                        2509.82958984375         0.0                      98.1700439453125         7627                     0.0                      113.49671173095703       112727                   0.2514229714870453       4.820066928863525        -0.014310981146991253    0.16768036782741547      1.000098466873169        7.992984137672465e-06    10.009514808654785       0.012070560827851295     0.001468148548156023     5.231585237197578e-05    5.36472749710083         0.14580228924751282      0.0687258318066597       0.7121457457542419       0.5861881971359253       0.005861882120370865     1.0                      0.9999580383300781       2.7014658451080322       -3.4739370346069336      0.03083585761487484      -0.006444098427891731    0.5030696392059326       0.14502769708633423      0.15165899693965912      0.34595438838005066      0.28696513175964355      0.09341902285814285      0.38256222009658813      0.5864363312721252       0.2304603010416031       0.47019749879837036      0.34760358929634094      0.2730605900287628       1.0                      
3800                     2.838352606561449        498204672                49344.70776474724        0                        2509.82958984375         0.0                      99.79484558105469        7449                     0.0                      113.22698974609375       112950                   0.24647459387779236      5.399259090423584        -0.013285020366311073    0.174916073679924        0.9997602701187134       2.131270412064623e-05    10.3831148147583         0.013984527438879013     0.0015802656998857856    0.00013950893480796367   4.995199680328369        0.14716647565364838      0.06933625787496567      0.7208247184753418       0.5747736692428589       0.005747737362980843     1.0                      0.9999446868896484       2.695714235305786        -3.4489996433258057      0.030918283388018608     0.004848333075642586     0.4985548257827759       0.14818236231803894      0.15329697728157043      0.34314459562301636      0.28829237818717957      0.0930415615439415       0.3845866918563843       0.5825290083885193       0.22622869908809662      0.4650634825229645       0.34760358929634094      0.2730605900287628       1.0                      
3900                     2.912176518903838        511311872                49318.72390486783        0                        2509.82958984375         0.0                      100.88111877441406       7337                     0.0                      114.05115509033203       112138                   0.23402559757232666      4.1409430503845215       -0.011863168329000473    0.181935116648674        0.9997369050979614       1.976587918761652e-05    10.814627647399902       0.014957882463932037     0.0016343363095074892    0.00013950893480796367   5.569074630737305        0.14756792783737183      0.06969370692968369      0.7223842740058899       0.5635797381401062       0.005635797046124935     1.0                      0.9999523162841797       2.6880671977996826       -3.4569551944732666      0.031047746539115906     -0.0034633497707545757   0.48623955249786377      0.1483146846294403       0.15392129123210907      0.3557613492012024       0.2920823395252228       0.09361126273870468      0.38909757137298584      0.5856781005859375       0.22520829737186432      0.47000157833099365      0.34760358929634094      0.2730605900287628       1.0                      
4000                     2.9859726097186408       524419072                49337.32044978213        0                        2509.82958984375         0.0                      99.75104522705078        7452                     0.0                      113.68538665771484       112503                   0.2417193204164505       4.664214611053467        -0.014774483628571033    0.1779220551252365       0.9995571970939636       1.3637014490086585e-05   9.705779075622559        0.013689495623111725     0.0015635084128007293    0.00015694755711592734   4.676959037780762        0.14784272015094757      0.06989748030900955      0.7241464853286743       0.5530585646629333       0.005530585069209337     1.0                      0.9999351501464844       2.680487871170044        -3.4527065753936768      0.031190648674964905     -0.013173561543226242    0.49428918957710266      0.1471583992242813       0.15222133696079254      0.3321572542190552       0.27499228715896606      0.08996232599020004      0.3743177056312561       0.5796100497245789       0.22332720458507538      0.4551152288913727       0.34760358929634094      0.2730605900287628       1.0                      
4100                     3.0598787034220165       537526272                49263.8873246457         0                        2509.82958984375         0.0                      101.3449935913086        7325                     0.0                      114.052001953125         112092                   0.2331920862197876       3.4351871013641357       -0.010365443304181099    0.17250214517116547      0.9995329976081848       1.2430608876456972e-05   10.362397193908691       0.01254141703248024      0.0014965096488595009    0.0002702985657379031    5.5059494972229          0.14844302833080292      0.0702209323644638       0.7278532981872559       0.5436764359474182       0.005436764098703861     1.0                      0.9999485015869141       2.678251266479492        -3.4493534564971924      0.031222280114889145     0.006708870176225901     0.48597171902656555      0.1487506926059723       0.15314967930316925      0.34896135330200195      0.2845679223537445       0.09287004172801971      0.3873339593410492       0.5817932486534119       0.22205905616283417      0.4549832046031952       0.34760358929634094      0.2730605900287628       1.0                      
4200                     3.1337168468369376       550633472                49309.2201022926         0                        2509.82958984375         0.0                      102.25122833251953       7218                     0.0                      114.12480163574219       112027                   0.21646587550640106      4.119022369384766        -0.009564845822751522    0.18228760361671448      0.9990901350975037       1.4334112165670376e-05   11.029281616210938       0.01512540690600872      0.0016434630379080772    0.0002615792618598789    5.299686431884766        0.14886455237865448      0.07057106494903564      0.7295339107513428       0.5340123176574707       0.005340122617781162     1.0                      0.9999542236328125       2.669233560562134        -3.454141139984131       0.03140176460146904      0.0003775233053602278    0.46681955456733704      0.148418128490448        0.15351957082748413      0.35335561633110046      0.2979260981082916       0.0951070785522461       0.3968864977359772       0.582000195980072        0.2220962792634964       0.4685225188732147       0.34760358929634094      0.2730605900287628       1.0                      
4300                     3.2075035062763426       563740672                49343.624883920296       0                        2509.82958984375         0.0                      101.86013793945312       7273                     0.0                      114.51435089111328       111666                   0.22162580490112305      4.616206169128418        -0.011167666874825954    0.16629639267921448      0.9989431500434875       2.5154537070193328e-05   9.735084533691406        0.012238077819347382     0.0014783013612031937    0.0002964564773719758    5.349703311920166        0.14891371130943298      0.07074332237243652      0.7291746735572815       0.525294303894043        0.005252942908555269     1.0                      0.9999542236328125       2.666405200958252        -3.453374147415161       0.03144659474492073      0.008078604936599731     0.4735519289970398       0.14810383319854736      0.1540840119123459       0.3487556576728821       0.27746132016181946      0.0910198837518692       0.3822687566280365       0.5760927796363831       0.21960414946079254      0.45087528228759766      0.34760358929634094      0.2730605900287628       1.0                      
4400                     3.281398778359095        576847872                49271.101155521246       0                        2509.82958984375         0.0                      102.03134155273438       7472                     0.0                      114.44198608398438       111753                   0.2249009907245636       5.98254919052124         -0.010087504051625729    0.18041840195655823      0.9996845126152039       7.256574463099241e-06    10.723149299621582       0.01466549001634121      0.0016182836843654513    0.00018310548330191523   4.7583794593811035       0.14932020008563995      0.07102324068546295      0.7312889695167542       0.5168038010597229       0.005168037489056587     1.0                      0.9999523162841797       2.6611406803131104       -3.4483609199523926      0.031543489545583725     0.01660004071891308      0.4759416878223419       0.14917725324630737      0.1545569896697998       0.32894518971443176      0.28133076429367065      0.08975032716989517      0.3806167244911194       0.5721567869186401       0.21447362005710602      0.4456281065940857       0.34760358929634094      0.2730605900287628       1.0                      
4500                     3.3554065933492447       589955072                49196.17656853764        0                        2509.82958984375         0.0                      100.7274398803711        7724                     0.0                      114.59644317626953       111587                   0.21462002396583557      4.459208965301514        -0.011163986288011074    0.18110351264476776      0.9999608397483826       9.412467989022844e-06    10.476133346557617       0.014492116868495941     0.0016086897812783718    0.0001220703125          5.358713626861572        0.15006625652313232      0.07136844098567963      0.7361074686050415       0.5087070465087891       0.0050870697014033794    1.0                      0.9999332427978516       2.656161308288574        -3.4338202476501465      0.031648602336645126     2.1636835299432278e-05   0.4666577875614166       0.14993247389793396      0.1540442407131195       0.3239899277687073       0.2708471119403839       0.08769302070140839      0.3697112798690796       0.5703383684158325       0.21447394788265228      0.44319239258766174      0.34760358929634094      0.2730605900287628       1.0                      
4600                     3.4294624401463403       603062272                49164.26361081207        0                        2509.82958984375         0.0                      101.71649932861328       7564                     0.0                      114.45948028564453       111784                   0.24473541975021362      5.0924835205078125       -0.014936055056750774    0.1684310883283615       0.999560534954071        1.2050949408148881e-05   9.827661514282227        0.012384626083076        0.0014871275052428246    8.719308243598789e-05    4.814462661743164        0.15082810819149017      0.07182420045137405      0.74001145362854         0.5002766847610474       0.005002767313271761     1.0                      0.9999542236328125       2.6481876373291016       -3.417686700820923       0.03178098797798157      -0.007058971095830202    0.4968988299369812       0.15093713998794556      0.15404197573661804      0.32881543040275574      0.28119391202926636      0.08776964247226715      0.37775686383247375      0.566627562046051        0.2099488377571106       0.44496846199035645      0.34760358929634094      0.2730605900287628       1.0                      
4700                     3.503469932013088        616169472                49196.385024679614       0                        2509.82958984375         0.0                      103.00308990478516       7422                     0.0                      114.63330841064453       111538                   0.2453392595052719       6.5760931968688965       -0.01526518166065216     0.17034912109375         0.9993254542350769       7.723857379460242e-06    9.792319297790527        0.011899396777153015     0.0014577024849131703    9.591239358996972e-05    4.820005416870117        0.15167108178138733      0.07225247472524643      0.7449396252632141       0.4924633800983429       0.004924634005874395     1.0                      0.999969482421875        2.641472578048706        -3.4059722423553467      0.03193232789635658      -0.013580536469817162    0.4970025420188904       0.1521177738904953       0.15377825498580933      0.34255141019821167      0.2771402895450592       0.08787775784730911      0.3740823268890381       0.5609965324401855       0.21120332181453705      0.4384990334510803       0.34760358929634094      0.2730605900287628       1.0                      
4800                     3.5776251753171286       629276672                49098.36640999851        0                        2509.82958984375         0.0                      104.1777114868164        7699                     0.0                      115.12964630126953       111090                   0.23299257457256317      4.538476467132568        -0.015417801216244698    0.17593231797218323      0.999947190284729        3.1979463983589085e-06   9.801187515258789        0.01390969567000866      0.001576032373122871     6.103515625e-05          4.8806962966918945       0.15179145336151123      0.07244428992271423      0.7449829578399658       0.48488715291023254      0.004848871845752001     1.0                      0.9999313354492188       2.6354219913482666       -3.408353328704834       0.03209730237722397      -0.0028214571066200733   0.48706960678100586      0.1513597071170807       0.15444675087928772      0.3501806855201721       0.2793456017971039       0.08784835785627365      0.37915754318237305      0.5554382801055908       0.20689985156059265      0.4303532838821411       0.34760358929634094      0.2730605900287628       1.0                      
4900                     3.6515069878763624       642383872                49280.07474507552        0                        2509.82958984375         0.0                      102.6463851928711        7474                     0.0                      114.81163787841797       111380                   0.23588815331459045      5.0321574211120605       -0.015631241723895073    0.183369442820549        0.9998011589050293       6.493533874163404e-06    10.435955047607422       0.01226579025387764      0.0014799745986238122    8.71930842549773e-06     5.091512680053711        0.1522531658411026       0.07268023490905762      0.7479801774024963       0.4774915874004364       0.004774917382746935     1.0                      0.9999561309814453       2.6319196224212646       -3.4043753147125244      0.03218091279268265      -0.019668277353048325    0.48985618352890015      0.15097671747207642      0.15412892401218414      0.336983323097229        0.283256858587265        0.0899285078048706       0.3834283947944641       0.5555418729782104       0.21193592250347137      0.43724337220191956      0.34760358929634094      0.2730605900287628       1.0                      
5000                     3.7254517999622556       655491072                49238.09371026014        0                        2509.82958984375         0.0                      101.20890808105469       7530                     0.0                      114.8667221069336        111353                   0.2099294811487198       4.376889228820801        -0.011091039516031742    0.17717590928077698      0.9994246363639832       1.4860916962788906e-05   10.17219066619873        0.0151966642588377       0.001647329656407237     4.3596541217993945e-05   5.1305742263793945       0.1531626135110855       0.07318940758705139      0.7527139186859131       0.4701817035675049       0.004701816942542791     1.0                      0.9999446868896484       2.62610125541687         -3.3866896629333496      0.03224565088748932      -0.0016241660341620445   0.4617762267589569       0.1534837782382965       0.15512150526046753      0.3341737985610962       0.27901744842529297      0.08747471868991852      0.37813887000083923      0.5481793880462646       0.2050836831331253       0.42600950598716736      0.34760358929634094      0.2730605900287628       1.0                      
5100                     3.7996507861879136       668598272                49069.41824429768        0                        2509.82958984375         0.0                      99.90731811523438        7626                     0.0                      115.50347137451172       110801                   0.22600466012954712      5.57423734664917         -0.012955610640347004    0.17401123046875         0.9996454119682312       2.8678163289441727e-05   10.334904670715332       0.01141918171197176      0.0014279858442023396    6.975446740398183e-05    5.269002914428711        0.15295502543449402      0.07319261878728867      0.7512487173080444       0.46375322341918945      0.004637531004846096     1.0                      0.9999446868896484       2.623734712600708        -3.3857650756835938      0.032348886132240295     -0.0024888981133699417   0.47846007347106934      0.15342360734939575      0.1559849977493286       0.31272149085998535      0.2662281095981598       0.08401652425527573      0.3613012135028839       0.5359103083610535       0.20408600568771362      0.41824981570243835      0.34760358929634094      0.2730605900287628       1.0                      
5200                     3.8771052780416277       681705472                47006.968140762525       0                        2509.82958984375         0.0                      105.40774536132812       8273                     0.0                      115.63005828857422       110558                   0.23910579085350037      5.002777576446533        -0.013553705997765064    0.17996521294116974      0.9994084239006042       7.427737273246748e-06    10.482621192932129       0.013139471411705017     0.0015317769721150398    7.847377855796367e-05    4.422297954559326        0.15418076515197754      0.07374802231788635      0.7586103677749634       0.4571703374385834       0.004571703262627125     1.0                      0.9999465942382812       2.6179330348968506       -3.368805170059204       0.032394446432590485     -0.0035852831788361073   0.49386513233184814      0.15600177645683289      0.15518847107887268      0.33813759684562683      0.28997358679771423      0.08748042583465576      0.38720715045928955      0.5398546457290649       0.19827473163604736      0.4249339997768402       0.34760358929634094      0.2730605900287628       1.0                      
5300                     3.9512880759769016       694812672                49080.12878571731        0                        2509.82958984375         0.0                      106.39527893066406       7804                     0.0                      115.86125183105469       110395                   0.2079468071460724       6.106975555419922        -0.008433683775365353    0.18584899604320526      0.9990838170051575       2.5746214305399917e-05   10.794880867004395       0.014400696381926537     0.001603607670404017     6.103515625e-05          6.195094585418701        0.15385748445987701      0.07359927892684937      0.7574165463447571       0.45165368914604187      0.004516537766903639     1.0                      0.9999771118164062       2.622217893600464        -3.389165163040161       0.03233090415596962      0.0026668563950806856    0.45659276843070984      0.15488600730895996      0.15667179226875305      0.35842472314834595      0.3019430637359619       0.09148711711168289      0.40151554346084595      0.5452625751495361       0.2025044709444046       0.42991161346435547      0.34760358929634094      0.2730605900287628       1.0                      
5400                     4.0251874489254424       707919872                49268.361888634834       0                        2509.82958984375         0.0                      104.94847869873047       7334                     0.0                      115.66533660888672       110542                   0.23163506388664246      5.3946380615234375       -0.015410087071359158    0.17234650254249573      0.9995718002319336       2.7679498089128174e-06   9.858562469482422        0.01367737352848053      0.0015628152759745717    0.00011335100862197578   6.859251499176025        0.15427835285663605      0.0739590972661972       0.7587092518806458       0.4448336064815521       0.00444833654910326      1.0                      0.9999465942382812       2.6091420650482178       -3.375725030899048       0.032683342695236206     -0.01688973233103752     0.4852532148361206       0.15400728583335876      0.1546524167060852       0.36267900466918945      0.2919624149799347       0.0889807716012001       0.3877980411052704       0.5374971628189087       0.2024765908718109       0.42215782403945923      0.34760358929634094      0.2730605900287628       1.0                      
5500                     4.099360320568085        721027072                49086.6993507381         0                        2509.82958984375         0.0                      105.51191711425781       7876                     0.0                      115.71208953857422       110490                   0.2305968999862671       7.161432266235352        -0.01119475718587637     0.17406463623046875      0.9994482398033142       4.1829818655969575e-05   9.963968276977539        0.01354759931564331      0.0015553840203210711    8.719308243598789e-05    5.165449142456055        0.15457342565059662      0.0741342082619667       0.7604203820228577       0.43971899151802063      0.00439718971028924      1.0                      0.99993896484375         2.6106698513031006       -3.370922565460205       0.03258989751338959      0.003798013087362051     0.4808667004108429       0.15469622611999512      0.15626011788845062      0.3346216380596161       0.28321030735969543      0.08578282594680786      0.3765440583229065       0.5306448340415955       0.1973414123058319       0.4093272387981415       0.34760358929634094      0.2730605900287628       1.0                      
5600                     4.17335134446621         734134272                49207.33627644841        0                        2509.82958984375         0.0                      107.29930114746094       7424                     0.0                      115.71917724609375       110479                   0.22674135863780975      5.404684066772461        -0.011007636785507202    0.17496643960475922      0.999700665473938        9.600526936992537e-06    10.111374855041504       0.01416102983057499      0.0015902071027085185    0.00011335100862197578   4.961276531219482        0.15610454976558685      0.07489326596260071      0.7687911987304688       0.4332125186920166       0.004332125652581453     1.0                      0.9999561309814453       2.600963830947876        -3.3338475227355957      0.032811179757118225     0.01086845900863409      0.47878721356391907      0.1571017950773239       0.1554882973432541       0.344784677028656        0.2868349552154541       0.08777068555355072      0.38350558280944824      0.5227020978927612       0.19285738468170166      0.4024766981601715       0.34760358929634094      0.2730605900287628       1.0                      
5700                     4.247346891628371        747241472                49204.32422593582        0                        2509.82958984375         0.0                      106.35531616210938       7531                     0.0                      115.85102844238281       110327                   0.22037772834300995      5.6370344161987305       -0.010156962089240551    0.18614807724952698      0.9995271563529968       8.011555109987967e-06    10.892087936401367       0.01376269944012165      0.0015676829498261213    5.231585237197578e-05    4.797185897827148        0.15663088858127594      0.07505585253238678      0.7729371190071106       0.4281318485736847       0.004281319212168455     1.0                      0.9999580383300781       2.598033905029297        -3.3318138122558594      0.03286058455705643      -0.0039354851469397545   0.47080519795417786      0.15765003859996796      0.15515291690826416      0.3533604145050049       0.28774240612983704      0.08945831656455994      0.3906766474246979       0.5255815386772156       0.19782213866710663      0.41020452976226807      0.34760358929634094      0.2730605900287628       1.0                      
5800                     4.321306839519077        760348672                49228.06702089164        0                        2509.82958984375         0.0                      106.20783233642578       7626                     0.0                      116.19127655029297       109998                   0.2378348410129547       4.600435733795166        -0.013230467215180397    0.1722671538591385       0.9997011423110962       4.080049166077515e-06    9.842022895812988        0.01176035962998867      0.0014491616748273373    0.00016566686099395156   5.4758381843566895       0.1553467959165573       0.0745726004242897       0.7653259634971619       0.4241609573364258       0.004241609014570713     1.0                      0.9999504089355469       2.6055893898010254       -3.3649795055389404      0.03266947343945503      -0.01110650971531868     0.49121585488319397      0.1550561785697937       0.15665942430496216      0.3270861506462097       0.2865579426288605       0.08863642066717148      0.3891579508781433       0.519752025604248        0.19213129580020905      0.39727145433425903      0.34760358929634094      0.2730605900287628       1.0                      
5900                     4.395541157126427        773455872                49046.067981556356       0                        2509.82958984375         0.0                      109.331787109375         7792                     0.0                      116.83414459228516       109414                   0.23316706717014313      7.676356315612793        -0.012437663972377777    0.17523804306983948      0.9993565678596497       3.3462743886047974e-05   9.864378929138184        0.014502516947686672     0.001609267434105277     0.0001220703125          5.906285285949707        0.1559838205575943       0.07495452463626862      0.7684007287025452       0.41892367601394653      0.004189237020909786     1.0                      0.9999580383300781       2.5983548164367676       -3.349750280380249       0.03278687223792076      0.0008637436549179256    0.48435357213020325      0.15617921948432922      0.15595893561840057      0.342609167098999        0.2891705334186554       0.08799916505813599      0.3873554468154907       0.5158956050872803       0.18862146139144897      0.39708060026168823      0.34760358929634094      0.2730605900287628       1.0                      
6000                     4.469874380297131        786563072                48980.808221314495       0                        2509.82958984375         0.0                      112.44258880615234       7815                     0.0                      117.71630859375          108571                   0.23572243750095367      6.877524375915527        -0.011187045834958553    0.17461395263671875      0.9995012283325195       8.93099968379829e-06     9.957480430603027        0.014401564374566078     0.0016036558663472533    6.975446740398183e-05    6.328314781188965        0.15639780461788177      0.07509657740592957      0.7715732455253601       0.4143887460231781       0.004143887665122747     1.0                      0.9999332427978516       2.595362901687622        -3.3464386463165283      0.032868392765522        -0.0050146309658885      0.4882538318634033       0.1566590517759323       0.1548093855381012       0.33959540724754333      0.3081778287887573       0.09196675568819046      0.4127001166343689       0.5251381397247314       0.18745668232440948      0.39555755257606506      0.34760358929634094      0.2730605900287628       1.0                      
6100                     4.544286570880148        799670272                48928.826384265965       0                        2509.82958984375         0.0                      115.01793670654297       7713                     0.0                      119.16131591796875       107153                   0.2431175857782364       7.217118740081787        -0.012035427615046501    0.18451538681983948      0.9990577697753906       1.2951309145137202e-05   10.011302947998047       0.013059081509709358     0.0015270826406776905    6.103515625e-05          5.11100435256958         0.1557331681251526       0.07489660382270813      0.7673187255859375       0.4104708731174469       0.004104708321392536     1.0                      0.9999561309814453       2.597491979598999        -3.366701602935791       0.03280499204993248      0.011666996404528618     0.4984155595302582       0.15533004701137543      0.15609325468540192      0.31378111243247986      0.31582173705101013      0.09232820570468903      0.42220282554626465      0.527718186378479        0.18211065232753754      0.395207941532135        0.34760358929634094      0.2730605900287628       1.0                      
6200                     4.618841368291113        812777472                48835.236747104136       0                        2509.82958984375         0.0                      121.86900329589844       7183                     0.0                      121.76631164550781       104875                   0.24631820619106293      5.982785701751709        -0.013513575308024883    0.17641448974609375      0.9995266199111938       9.932488865160849e-06    10.095638275146484       0.012313241139054298     0.001482834224589169     0.0001220703125          4.9341936111450195       0.15515179932117462      0.07464379817247391      0.7644121646881104       0.40667781233787537      0.004066778346896172     1.0                      0.9999713897705078       2.6001734733581543       -3.389763116836548       0.03273611143231392      -0.008030110038816929    0.49784696102142334      0.1540970802307129       0.15650177001953125      0.30235233902931213      0.33088961243629456      0.09379429370164871      0.4398720860481262       0.5254725813865662       0.1714436411857605       0.3907073736190796       0.34760358929634094      0.2730605900287628       1.0                      
6249                     4.658048885265986        819200000                45502.67889455971        0                        2509.82958984375         0.0                      121.89474487304688       7243                     0.0                      122.23184967041016       49650                    0.24419213831424713      5.241140842437744        -0.010714905336499214    0.184397891163826        0.999341607093811        6.847633812867571e-06    10.661036491394043       0.014151210896670818     0.0015896562254056334    0.00013950893480796367   5.268293380737305        0.15580953657627106      0.07476568222045898      0.7699604630470276       0.4047800600528717       0.004047800321131945     1.0                      0.9999599456787109       2.600339651107788        -3.3746635913848877      0.03273024037480354      -0.003326977603137493    0.4963408410549164       0.1557028889656067       0.15560883283615112      0.30198341608047485      0.3307829797267914       0.09386538714170456      0.4360860586166382       0.5292573571205139       0.17441369593143463      0.3983730673789978       0.34760358929634094      0.2730605900287628       1.0                      
