Iteration                Wall_Time                Samples                  Samples_Per_Second       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
0                        0.002303565608130561     262144                   31610.898131472117       0.0                      10.23192310333252        11064                    0.0                      10.605961799621582       20394                    140.14508056640625       -0.005960958544164896    0.07436752319335938      0.999694287776947        0.0                      5.137657165527344        1.493160605430603        174.59432983398438       0.8125                   0.9575395584106445       0.004094752948731184     -4.3500847816467285      13.634012222290039       9.200074195861816        2.5776538848876953       2.3732290267944336       0.1496526300907135       0.5111651420593262       0.19468918442726135      0.7935662865638733       2.4104743003845215       0.5494990348815918       1.740110158920288        0.13234347105026245      0.5344747304916382       1.0                      
100                      0.10987390100955963      26476544                 66936.69277215947        0.0                      15.884537696838379       9804                     0.0                      13.67965316772461        1911324                  0.04247686639428139      -0.008330783806741238    0.10472565144300461      0.9996132850646973       0.0                      1.6846284866333008       0.20181767642498016      111.46994018554688       1.0                      1.0                      1.1842330694198608       -2.927781820297241       0.0068405806086957455    0.20807486772537231      0.15894286334514618      0.10760999470949173      0.124921053647995        0.31724420189857483      0.15495286881923676      0.639229953289032        2.1058926582336426       0.43716368079185486      1.166510820388794        0.12301222234964371      0.5005419850349426       1.0                      
200                      0.21708039535416498      52690944                 67423.7455181257         0.0                      21.88800621032715        9697                     0.0                      18.83438491821289        1386921                  0.4623284637928009       -0.010356488637626171    0.10265045613050461      0.9999494552612305       0.0                      1.1852742433547974       0.14584417641162872      73.56632995605469        1.0                      0.9962930679321289       1.6198406219482422       -2.429684638977051       0.012922212481498718     0.6833459734916687       0.34767454862594604      0.31799158453941345      0.14630183577537537      0.25480589270591736      0.11841881275177002      0.4521837830543518       1.7081981897354126       0.40717607736587524      0.9105103611946106       0.11763453483581543      0.48989027738571167      1.0                      
300                      0.3246979795561896       78905344                 67503.19524953536        0.0                      30.647287368774414       11006                    0.0                      26.19097900390625        995785                   1.1549876928329468       -0.007722643204033375    0.11485900729894638      0.9995778203010559       0.0                      0.8824753165245056       0.09931278228759766      49.7033576965332         1.0                      0.9806594848632812       1.6592950820922852       -2.064985752105713       0.029207170009613037     1.0785707235336304       0.4802473187446594       0.40872064232826233      0.16504116356372833      0.21925711631774902      0.09907714277505875      0.38284653425216675      1.6567877531051636       0.33682194352149963      0.8971424102783203       0.1152813583612442       0.48836734890937805      1.0                      
400                      0.4377511660257975       105119744                66704.40002247323        0.0                      74.46031951904297        25879                    0.0                      35.06318664550781        740312                   3.543381929397583        -0.005632831249386072    0.12128829956054688      0.9997227787971497       9.374351961355387e-09    0.7021889686584473       0.0778236985206604       34.43389892578125        1.0                      0.9808368682861328       1.5439420938491821       -1.9994885921478271      0.04286091774702072      1.9011750221252441       0.43117907643318176      0.385058730840683        0.19644571840763092      0.20126314461231232      0.09249727427959442      0.3542790412902832       1.6496965885162354       0.3174256980419159       0.8868656754493713       0.11439666152000427      0.4909653067588806       1.0                      
500                      0.5490771675772137       131334144                66441.8570301167         0.0                      275.2906494140625        8254                     0.0                      135.313232421875         184769                   4.107408046722412        -0.02130848541855812     0.10576706379652023      1.0000641345977783       3.3145028282888234e-05   0.5974414944648743       0.06975173950195312      24.183809280395508       1.0                      0.9872970581054688       1.5046770572662354       -1.7751786708831787      0.136517733335495        2.031351089477539        0.49361422657966614      0.35798102617263794      0.0902237743139267       0.10574955493211746      0.06488890200853348      0.2688385248184204       1.570559024810791        0.2728393077850342       0.6579351425170898       0.11439666152000427      0.4909653067588806       1.0                      
600                      0.6585456302430894       157548544                66454.74882019944        0.0                      283.27679443359375       8223                     0.0                      272.68072509765625       91039                    1.268297791481018        -0.010106978937983513    0.1105247512459755       0.9995957612991333       1.0866314369195607e-05   0.5537142157554626       0.06564986705780029      17.22545623779297        1.0                      0.9888067245483398       1.3482528924942017       -1.535807490348816       0.07588835060596466      1.1328431367874146       0.6264407634735107       0.3950125575065613       0.06809798628091812      0.0714673399925232       0.04917963221669197      0.21400892734527588      1.4277927875518799       0.22481754422187805      0.5759689211845398       0.11439666152000427      0.4909653067588806       1.0                      
700                      0.762534723215633        183762944                66941.55776534705        0.0                      292.17547607421875       8201                     0.0                      283.1734619140625        87286                    0.6490635275840759       -0.00530747277662158     0.11742935329675674      0.9999980330467224       1.2785288163286168e-05   0.5371227264404297       0.06352623552083969      12.403321266174316       1.0                      0.9947528839111328       1.195272445678711        -1.3231602907180786      0.051059115678071976     0.8089644908905029       0.6775906085968018       0.3729252517223358       0.05606642737984657      0.06267894804477692      0.042454298585653305     0.18604958057403564      1.3123908042907715       0.19928725063800812      0.5125741958618164       0.11439666152000427      0.4909653067588806       1.0                      
800                      0.8647645223140716       209977344                67448.46544342431        0.0                      295.86663818359375       8196                     0.0                      291.8783874511719        84448                    0.5802140235900879       -0.008390292525291443    0.10405273735523224      1.0000332593917847       2.834602491930127e-05    0.5224646329879761       0.06048392131924629      9.021903038024902        1.0                      0.9973945617675781       1.083092451095581        -1.2041138410568237      0.03257736563682556      0.7629504799842834       0.7053446173667908       0.3606025278568268       0.05064251273870468      0.05767917260527611      0.038799434900283813     0.17208336293697357      1.2373136281967163       0.19995328783988953      0.48919734358787537      0.11439666152000427      0.4909653067588806       1.0                      
900                      0.966772246228324        236191744                67863.77870665812        0.0                      296.7708435058594        8195                     0.0                      294.9990539550781        83429                    0.5726636052131653       -0.010297892615199089    0.10244140774011612      0.9997416734695435       4.7959583753254265e-05   0.512434184551239        0.058661118149757385     6.635811805725098        1.0                      0.9985027313232422       1.009852647781372        -1.1303261518478394      0.03681057319045067      0.7553572654724121       0.726669430732727        0.35375356674194336      0.046424686908721924     0.05578891187906265      0.03678189963102341      0.16313862800598145      1.170074462890625        0.19679179787635803      0.48845618963241577      0.11439666152000427      0.4909653067588806       1.0                      
1000                     1.0660733238855997       262406144                68372.96640149063        0.0                      297.116455078125         8192                     0.0                      295.6058654785156        83229                    0.28605222702026367      -0.004122741054743528    0.11909180134534836      0.99964839220047         4.411743793752976e-05    0.5044130086898804       0.05704020336270332      4.942856788635254        1.0                      0.9990921020507812       0.9595182538032532       -1.0808196067810059      0.025204181671142578     0.5409657955169678       0.7392410039901733       0.34743863344192505      0.04131628945469856      0.05292437970638275      0.03497590497136116      0.15583516657352448      1.1264915466308594       0.19331695139408112      0.4743324816226959       0.11439666152000427      0.4909653067588806       1.0                      
1100                     1.1643479649888144       288620544                68856.02564187376        0.0                      296.6725158691406        8195                     0.0                      295.743408203125         83181                    0.4630356431007385       -0.009258450008928776    0.093968965113163        0.9997562766075134       6.330053292913362e-05    0.49973300099372864      0.05614539608359337      3.7369697093963623       1.0                      0.9993581771850586       0.9232245683670044       -1.041951060295105       0.03204143047332764      0.6798405051231384       0.7503689527511597       0.3426843285560608       0.03872301056981087      0.05239228904247284      0.033533670008182526     0.14945270121097565      1.0997612476348877       0.1936795711517334       0.4707629382610321       0.11439666152000427      0.4909653067588806       1.0                      
