Iteration                Wall_Time                Samples                  Samples_Per_Second       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     1.0015216757853826       262406144                72779.84822285103        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   0.9774734377861023       -0.007318929769098759    0.15984420478343964      0.999241054058075        0.0                      0.43306684494018555      0.056809186935424805     5.144327640533447        1.0                      0.9284591674804688       1.314553141593933        -1.4130001068115234      0.14076682925224304      1.0265403985977173       0.6952105164527893       0.46559667587280273      0.3741285800933838       0.91073077917099         0.2737664580345154       0.9586048722267151       1.2170225381851196       0.5205169320106506       1.6797940731048584       0.08256464451551437      0.41749051213264465      1.0                      
1100                     1.1015580611758762       288620544                72780.8875074202         0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   1.0932071208953857       -0.0049430495128035545   0.15974807739257812      0.9993276000022888       1.0286206331144854e-09   0.4335901737213135       0.05579215660691261      3.9400787353515625       1.0                      0.9336032867431641       1.2301138639450073       -1.3627500534057617      0.1075323075056076       1.0814412832260132       0.6976392269134521       0.4538654685020447       0.33929845690727234      0.7941306233406067       0.2390052080154419       0.8373060822486877       1.1347622871398926       0.49750474095344543      1.587510108947754        0.08256464451551437      0.41749051213264465      1.0                      
1200                     1.203184388279915        314834944                72685.57667718452        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   3.579566717147827        -0.01420287974178791     0.1506912261247635       1.0000433921813965       1.640831612803595e-07    0.46718305349349976      0.058352552354335785     3.0546507835388184       1.0                      0.9644536972045898       1.0720347166061401       -1.1254693269729614      0.09760820865631104      1.8469246625900269       0.7985296249389648       0.3494328558444977       0.3582373857498169       0.23195506632328033      0.09421983361244202      0.3163342773914337       0.9142356514930725       0.41925230622291565      0.8430960774421692       0.08256464451551437      0.41749051213264465      1.0                      
1300                     1.305071699420611        341049344                72590.59324552596        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   2.1406023502349854       -0.018782678991556168    0.15892867743968964      1.0000213384628296       8.009154583987765e-08    0.48907360434532166      0.05780629813671112      2.3645763397216797       1.0                      0.9837207794189453       0.9361132979393005       -0.9660816788673401      -0.00035517080686986446  1.4722915887832642       0.7980294823646545       0.3171558380126953       0.24900385737419128      0.1975361555814743       0.08009865880012512      0.2592725157737732       0.8461430668830872       0.39822685718536377      0.8274855613708496       0.08256464451551437      0.41749051213264465      1.0                      
1400                     1.4066045461760628       367263744                72527.63894728466        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   1.2965795993804932       -0.023334264755249023    0.15666352212429047      1.0001462697982788       3.288047878413636e-07    0.50411057472229         0.057077132165431976     1.8322478532791138       1.0                      0.992619514465332        0.8431810140609741       -0.8622933030128479      -0.00650134077295661     1.1680759191513062       0.7986949682235718       0.2945493757724762       0.22370611131191254      0.19228586554527283      0.07748971879482269      0.24774615466594696      0.7911244034767151       0.39074259996414185      0.8227970600128174       0.08256464451551437      0.41749051213264465      1.0                      
1500                     1.5078240934345457       393478144                72488.2198927332         0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   0.9353828430175781       -0.01980111561715603     0.13551941514015198      0.9999408721923828       1.4026562666913378e-06   0.5088167786598206       0.055302832275629044     1.4362653493881226       1.0                      0.9951496124267578       0.7932400703430176       -0.8215917944908142      -0.006074088625609875    0.9764491319656372       0.8072029948234558       0.28645649552345276      0.21400009095668793      0.18930721282958984      0.07478033751249313      0.23879596590995789      0.7465684413909912       0.38785693049430847      0.8053668141365051       0.08256464451551437      0.41749051213264465      1.0                      
1600                     1.6090968681706324       419692544                72451.36357437723        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   0.7404618263244629       -0.014365257695317268    0.17144775390625         0.9993315935134888       3.7455017718457384e-06   0.5127586126327515       0.05463559180498123      1.1432782411575317       1.0                      0.9967327117919922       0.7614250183105469       -0.792677104473114       0.0032286823261529207    0.8122779726982117       0.815111517906189        0.2738766372203827       0.20585927367210388      0.1772887408733368       0.07123719155788422      0.22915829718112946      0.7110377550125122       0.3848896622657776       0.781622588634491        0.08256464451551437      0.41749051213264465      1.0                      
1700                     1.7123391228251987       445906944                72335.57789396157        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   0.6885452270507812       -0.018099313601851463    0.15330353379249573      0.9999850392341614       4.652329153032042e-06    0.5154009461402893       0.05424869805574417      0.9259365200996399       1.0                      0.9971332550048828       0.7407748103141785       -0.7758533954620361      -0.012887245044112206    0.8450784683227539       0.8202752470970154       0.27073797583580017      0.1989641785621643       0.17232348024845123      0.06978260725736618      0.22557726502418518      0.6852848529815674       0.3837040960788727       0.764566957950592        0.08256464451551437      0.41749051213264465      1.0                      
1800                     1.8147595563862058       472121344                72265.67140328554        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   0.617847740650177        -0.01417249720543623     0.1717269867658615       0.9994879961013794       8.170692126441281e-06    0.5171587467193604       0.05385769158601761      0.7655425071716309       1.0                      0.9976558685302734       0.7249048352241516       -0.7641575336456299      0.02731376513838768      0.7989616394042969       0.8233591318130493       0.26619282364845276      0.18938137590885162      0.16781534254550934      0.06894193589687347      0.22458694875240326      0.6713346838951111       0.3806373178958893       0.7519145011901855       0.08256464451551437      0.41749051213264465      1.0                      
1900                     1.916502483089765        498335744                72228.75878166652        0.0                      60.0                     8192                     0.0                      59.999996185302734       434176                   0.5916247963905334       -0.016761120408773422    0.18172378838062286      0.9999896287918091       1.2862122275691945e-05   0.518308162689209        0.0531538724899292       0.6446305513381958       1.0                      0.9978494644165039       0.7114726305007935       -0.7514238357543945      6.941938772797585e-05    0.7627230882644653       0.8280017971992493       0.2634996473789215       0.18588870763778687      0.1674506813287735       0.06831885129213333      0.22396935522556305      0.6526152491569519       0.3827175498008728       0.747784435749054        0.08256464451551437      0.41749051213264465      1.0                      
1999                     2.016930795576837        524288000                72206.52085581556        0.0                      60.0                     8192                     0.0                      59.999996185302734       425984                   0.46355530619621277      -0.013461299240589142    0.14802780747413635      0.999791145324707        9.382561074744444e-06    0.5209174156188965       0.053010474890470505     0.5544615387916565       1.0                      0.9985294342041016       0.7013475894927979       -0.73775714635849        0.010068455711007118     0.6823793649673462       0.8390750288963318       0.25540703535079956      0.18129222095012665      0.15626247227191925      0.06553414463996887      0.21363839507102966      0.6312366127967834       0.3797198235988617       0.7280583381652832       0.08256464451551437      0.41749051213264465      1.0                      
