Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Group_Width         Disc_Group_Total_Width   Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     1.2254834756586286       285469184                65288.35164682383        0                        5569.79296875            0.0                      111.3292236328125        17197                    0.0                      110.82686614990234       251299                   7.328586101531982        45.87715530395508        -0.009868945926427841    0.09715062379837036      0.9997609257698059       1.0205976650468074e-06   7.555516719818115        0.009527252055704594     0.0013043386861681938    1.743861685099546e-05    2.5462167263031006       0.3056623041629791       0.2956623136997223       0.0                      1.0                      0.009999998845160007     1.0                      0.9725456833839417       1.1242365837097168       -1.5582902431488037      146.0                    1022.0                   0.11317013204097748      -0.0496157631278038      2.7420215606689453       0.6463393568992615       0.4402717351913452       0.607437789440155        0.34384194016456604      0.1207445040345192       0.48904335498809814      0.8018991351127625       0.31737780570983887      0.6409255862236023       0.3450975716114044       0.2629932165145874       1.0                      
1100                     1.3456891114844216       313987584                65902.02343477892        0                        5569.79296875            0.0                      113.7344970703125        15623                    0.0                      117.88043975830078       236026                   5.69505500793457         65.17117309570312        -0.01180990319699049     0.08889489620923996      0.9998766183853149       1.523747414466925e-06    7.0372796058654785       0.007263571955263615     0.0011388896964490414    2.615792618598789e-05    2.802481174468994        0.3136126697063446       0.30361273884773254      0.0                      1.0                      0.009999999776482582     1.0                      0.9812586307525635       1.0922057628631592       -1.5069748163223267      146.0                    1022.0                   0.1146564781665802       0.05619046092033386      2.3967599868774414       0.6598811149597168       0.4287140667438507       0.5728045701980591       0.31216469407081604      0.11245548725128174      0.45168551802635193      0.7800496220588684       0.3071662485599518       0.6247896552085876       0.3450975716114044       0.2629932165145874       1.0                      
1200                     1.4654915153980255       342505984                66123.85107635174        0                        5569.79296875            0.0                      113.28024291992188       15084                    0.0                      123.1839828491211        225604                   4.673938274383545        71.69867706298828        -0.015664635226130486    0.09680487215518951      0.9998974800109863       1.0752454500106978e-06   7.37133264541626         0.008050794713199139     0.0011990182101726532    2.615792618598789e-05    2.373992681503296        0.31951847672462463      0.3095184862613678       0.0                      1.0                      0.009999998845160007     1.0                      0.9871880412101746       1.0646995306015015       -1.483649730682373       146.0                    1022.0                   0.11756029725074768      -0.04185792803764343     2.1651930809020996       0.6648311018943787       0.42206206917762756      0.5620109438896179       0.30435556173324585      0.10765758156776428      0.43329188227653503      0.7575595378875732       0.2950626611709595       0.5981549620628357       0.3450975716114044       0.2629932165145874       1.0                      
1300                     1.5846020385954116       371024384                66507.95884551921        0                        5569.79296875            0.0                      113.53410339355469       14149                    0.0                      126.61346435546875       219457                   3.7621002197265625       52.412696838378906       -0.017828209325671196    0.09297926723957062      0.9997689127922058       2.500039045116864e-06    7.052535533905029        0.006266244687139988     0.0010578163200989366    1.743861685099546e-05    2.182776927947998        0.324862539768219        0.314862459897995        0.0                      1.0                      0.009999999776482582     1.0                      0.989907443523407        1.0416964292526245       -1.45125412940979        146.0                    1022.0                   0.12045842409133911      -0.009085939265787601    1.9411441087722778       0.6723472476005554       0.4152502715587616       0.5582529902458191       0.29334840178489685      0.10142575204372406      0.4107609987258911       0.7363203763961792       0.28464382886886597      0.5741485953330994       0.3450975716114044       0.2629932165145874       1.0                      
1400                     1.703549282617039        399542784                66599.23313448098        0                        5569.79296875            0.0                      112.83296966552734       14207                    0.0                      128.29580688476562       216508                   2.804671287536621        41.29669952392578        -0.014723720028996468    0.10508234798908234      0.9997461438179016       7.493535463254375e-07    7.800920009613037        0.008502230048179626     0.0012321769027039409    2.615792618598789e-05    2.8728649616241455       0.3290430009365082       0.31904304027557373      0.0                      1.0                      0.009999999776482582     1.0                      0.9916983842849731       1.0239439010620117       -1.4229843616485596      146.0                    1022.0                   0.12222794443368912      0.004679441452026367     1.6915966272354126       0.6771973967552185       0.407720685005188        0.5383915305137634       0.28649917244911194      0.09873934835195541      0.40329188108444214      0.7153376936912537       0.2778095602989197       0.5627396106719971       0.3450975716114044       0.2629932165145874       1.0                      
1500                     1.8228479419151942       428061184                66403.05455549674        0                        5569.79296875            0.0                      113.76612091064453       15240                    0.0                      129.02725219726562       215324                   2.6490559577941895       47.68532943725586        -0.016123240813612938    0.10059399902820587      1.0000461339950562       3.5138000384904444e-06   7.8851165771484375       0.008711140602827072     0.0012472232338041067    8.71930842549773e-06     3.222435474395752        0.3307086229324341       0.32070863246917725      0.0                      1.0                      0.009999999776482582     1.0                      0.9934208393096924       1.011370301246643        -1.420426845550537       146.0                    1022.0                   0.12412874400615692      0.0329982191324234       1.6489566564559937       0.6716939806938171       0.40412673354148865      0.541993260383606        0.2897750437259674       0.097927525639534        0.4000161290168762       0.6987138390541077       0.275134414434433        0.5680609345436096       0.3450975716114044       0.2629932165145874       1.0                      
1600                     1.9423754455645879       456579584                66275.91889327481        0                        5569.79296875            0.0                      115.07074737548828       15902                    0.0                      130.18453979492188       213272                   2.2615251541137695       27.80572509765625        -0.01595938205718994     0.10496731847524643      0.9996652007102966       3.7826710013177944e-06   8.09793472290039         0.007462804205715656     0.0011544028529897332    6.975446740398183e-05    2.8078689575195312       0.3327394127845764       0.3227394223213196       0.0                      1.0                      0.009999998845160007     1.0                      0.994128406047821        1.004999041557312        -1.4048491716384888      146.0                    1022.0                   0.1269819587469101       0.004345159512013197     1.5240733623504639       0.6756471395492554       0.3968052566051483       0.5341578125953674       0.2822059690952301       0.09430783241987228      0.3882315158843994       0.6853123903274536       0.2674500346183777       0.5559159517288208       0.3450975716114044       0.2629932165145874       1.0                      
1700                     2.0623976079622905       485097984                66002.76832343187        0                        5569.79296875            0.0                      116.9524154663086        16369                    0.0                      131.34397888183594       211355                   2.0638463497161865       27.84560775756836        -0.018856627866625786    0.10268177837133408      0.9998771548271179       5.391259946918581e-06    7.361122131347656        0.009328950196504593     0.001290693529881537     7.847377855796367e-05    2.877734899520874        0.3331001400947571       0.32310014963150024      0.0                      1.0                      0.009999999776482582     1.0                      0.9945623278617859       1.002049446105957        -1.407949686050415       146.0                    1022.0                   0.1272175908088684       0.007002292666584253     1.4531941413879395       0.6743940711021423       0.39515960216522217      0.5309416651725769       0.29794710874557495      0.09606587141752243      0.39981022477149963      0.6770395636558533       0.26670753955841064      0.5569137930870056       0.3450975716114044       0.2629932165145874       1.0                      
1800                     2.181534627609783        513616384                66493.14682406482        0                        5569.79296875            0.0                      117.09548950195312       14856                    0.0                      133.15916442871094       208295                   2.0407869815826416       36.61531066894531        -0.023124488070607185    0.09303327649831772      0.9998731017112732       4.240567704982823e-06    6.800811290740967        0.008462827652692795     0.0012293180916458368    3.487723370199092e-05    2.459778308868408        0.3312915563583374       0.3212915360927582       0.0                      1.0                      0.009999999776482582     1.0                      0.994559645652771        1.0043216943740845       -1.4242640733718872      146.0                    1022.0                   0.12751463055610657      -0.016362806782126427    1.4371386766433716       0.6605122089385986       0.3980005383491516       0.5401456952095032       0.28210604190826416      0.09409572184085846      0.37703001499176025      0.6667653918266296       0.26220446825027466      0.547629177570343        0.3450975716114044       0.2629932165145874       1.0                      
1900                     2.300502673453755        542134784                66587.5844920079         0                        5569.79296875            0.0                      121.20720672607422       14647                    0.0                      135.18736267089844       205087                   2.0830752849578857       30.37883758544922        -0.022560322657227516    0.09686938673257828      1.0001095533370972       1.4315123735286761e-06   6.6830735206604          0.007910208776593208     0.00118850392755121      3.487723370199092e-05    2.500173568725586        0.3294334411621094       0.3194335699081421       0.0                      1.0                      0.009999998845160007     1.0                      0.9946097135543823       1.0093019008636475       -1.444550633430481       146.0                    1022.0                   0.1286592185497284       -0.04036083444952965     1.4565460681915283       0.6559538841247559       0.3998064696788788       0.5399209260940552       0.2964608073234558       0.1006574034690857       0.38505542278289795      0.6617600321769714       0.26113656163215637      0.5411255359649658       0.3450975716114044       0.2629932165145874       1.0                      
1999                     2.419025588962767        570368000                66169.29186195081        0                        5569.79296875            0.0                      122.86261749267578       15576                    0.0                      137.2545928955078        199739                   1.773074746131897        39.339576721191406       -0.018458690494298935    0.1059856191277504       1.0000112056732178       2.450714873702964e-06    7.735412120819092        0.006830386817455292     0.0011044073617085814    8.71930842549773e-06     2.4284818172454834       0.3285864293575287       0.31858643889427185      0.0                      1.0                      0.009999998845160007     1.0                      0.9941651225090027       1.0161746740341187       -1.4453972578048706      146.0                    1022.0                   0.1284520924091339       0.04287185147404671      1.3448498249053955       0.6584662199020386       0.4014159142971039       0.5436394810676575       0.3137768805027008       0.10553927719593048      0.39866459369659424      0.6542724967002869       0.2580273747444153       0.5444140434265137       0.3450975716114044       0.2629932165145874       1.0                      
