Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Grad_Penalty_Neg    Disc_Grad_Penalty_Pos    Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
0                        0.002555680407418145     131072                   14246.26051958925        0                        2478.51953125            0.0                      16.456619262695312       12426                    0.0                      14.776321411132812       5803                     833.70458984375          777.9630737304688        -0.003240124089643359    0.028411865234375        1.0006884336471558       0.0                      3.185882329940796        0.0049459729343652725    0.000939795165322721     0.0                      0.5657869577407837       3.5161502361297607       0.47120678424835205      1.519433617591858        2.7204155921936035       0.31845203042030334      152.5509796142578        1.5255095958709717       0.6875                   0.9102821350097656       0.0035182677675038576    -4.827625751495361       6.959108829498291        35.92820739746094        20.594133377075195       6.197233200073242        3.2290163040161133       0.2715406119823456       0.5427217483520508       0.25120431184768677      0.9799858331680298       1.2793134450912476       0.49392709136009216      1.0786770582199097       0.3726850152015686       0.27415749430656433      1.0                      
100                      0.07281384057468838      13238272                 51821.811697224584       0                        2509.00244140625         0.0                      19.77583885192871        10127                    0.0                      19.923477172851562       655168                   0.13152308762073517      0.3288334906101227       -0.006175082176923752    0.07983856648206711      1.0001165866851807       0.0                      4.113276958465576        0.007037566043436527     0.001121031236834824     0.0                      0.7299647927284241       0.9581564664840698       0.09424851089715958      0.1734776496887207       0.25505390763282776      0.09190144389867783      69.04302215576172        0.6904303431510925       1.0                      1.0                      1.9663212299346924       -3.229537010192871       0.873979926109314        0.0022452932316809893    0.36474183201789856      0.1436549872159958       0.12780864536762238      0.23073261976242065      0.35640886425971985      0.19768761098384857      0.7328996062278748       1.1125123500823975       0.4162759482860565       0.8139820694923401       0.36333194375038147      0.2600754499435425       1.0                      
200                      0.14329661462042068      26345472                 51656.64659733285        0                        2509.00244140625         0.0                      25.01381492614746        9697                     0.0                      23.723106384277344       549718                   0.621358335018158        1.101132869720459        -0.0037043921183794737   0.10767364501953125      0.9998480081558228       0.0                      5.352678298950195        0.009358758106827736     0.0012927526840940118    0.0                      0.9415855407714844       0.5547255277633667       0.10472247749567032      0.1133602187037468       0.16013531386852264      0.06658515334129333      33.66427993774414        0.3366428315639496       1.0                      0.9951076507568359       2.239340305328369        -2.9058496952056885      0.7659908533096313       0.036364778876304626     0.7940549254417419       0.2923700213432312       0.31965675950050354      0.2055201530456543       0.2955220937728882       0.14329400658607483      0.5263735055923462       0.9294753670692444       0.37081190943717957      0.6707507371902466       0.35927215218544006      0.25928616523742676      1.0                      
300                      0.2137458543645011       39452672                 51681.23817637903        0                        2509.00244140625         0.0                      33.14940643310547        9029                     0.0                      31.35256004333496        415189                   1.669964075088501        3.341554880142212        -0.005128191318362951    0.13364258408546448      0.9998108744621277       0.0                      7.221665859222412        0.008755790069699287     0.0012504159240052104    0.0                      1.5288057327270508       0.3975083529949188       0.12582159042358398      0.09804154932498932      0.1422063559293747       0.05387676879763603      17.36452293395996        0.1736452281475067       1.0                      0.9940261840820312       2.0651869773864746       -2.6785616874694824      0.5131659507751465       -0.03285310044884682     1.3008090257644653       0.3324459195137024       0.3271029591560364       0.1782478392124176       0.20771746337413788      0.09393399953842163      0.3461360037326813       0.7931759357452393       0.2978358864784241       0.5808283090591431       0.3556039035320282       0.261965811252594        1.0                      
400                      0.2839173834853702       52559872                 51885.77429392872        0                        2509.00244140625         0.0                      37.31763458251953        8560                     0.0                      37.694366455078125       345091                   1.7073025703430176       7.191355228424072        -0.001927630277350545    0.11374206840991974      0.9997608065605164       0.0                      6.441816806793213        0.007880193181335926     0.0011862460523843765    0.0                      1.5048925876617432       0.3327580690383911       0.14231310784816742      0.09588850289583206      0.14101631939411163      0.05076069384813309      9.455646514892578        0.09455646574497223      1.0                      0.9951190948486328       1.9287817478179932       -2.5231564044952393      0.38080987334251404      0.02268536016345024      1.3131749629974365       0.344409704208374        0.32481780648231506      0.15956492722034454      0.20186279714107513      0.0765146017074585       0.2828207015991211       0.7039535045623779       0.2761538326740265       0.5392098426818848       0.35315030813217163      0.2654466927051544       1.0                      
500                      0.35489450699753233      65667072                 51296.86177702948        0                        2509.00244140625         0.0                      44.35641098022461        10648                    0.0                      42.9843864440918         302165                   1.8172602653503418       7.503824234008789        -0.0021057554986327887   0.125904843211174        0.9997003674507141       0.0                      7.636438846588135        0.009829348884522915     0.0013248578179627657    0.0                      2.1011080741882324       0.29795053601264954      0.1491725593805313       0.09326408803462982      0.13987112045288086      0.046657051891088486     5.551387786865234        0.0555138885974884       1.0                      0.9963092803955078       1.8680956363677979       -2.4588897228240967      0.2869884669780731       0.014284783974289894     1.3562371730804443       0.3289032280445099       0.3090154528617859       0.1666002869606018       0.19492270052433014      0.07387587428092957      0.26080188155174255      0.6671461462974548       0.26569849252700806      0.5105051398277283       0.35145679116249084      0.2689266502857208       1.0                      
600                      0.42665972616937425      78774272                 50733.540816047906       0                        2509.00244140625         0.0                      52.22624588012695        11921                    0.0                      50.79347229003906        255117                   2.1282083988189697       10.25452995300293        -0.0036172240506857634   0.12994079291820526      0.999840259552002        1.6294077198608647e-08   8.118254661560059        0.009771985933184624     0.0013209856115281582    0.0                      2.3260254859924316       0.2803109288215637       0.15034614503383636      0.09396640211343765      0.14315040409564972      0.04478239640593529      3.5998427867889404       0.035998426377773285     1.0                      0.9975471496582031       1.8522529602050781       -2.400604248046875       0.23741666972637177      -0.002538229338824749    1.4649503231048584       0.32358741760253906      0.28327882289886475      0.15681670606136322      0.17779162526130676      0.06688373535871506      0.23727722465991974      0.6500881910324097       0.24760964512825012      0.47791677713394165      0.35023391246795654      0.2717159390449524       1.0                      
700                      0.4983913803100586       91881472                 50757.281995728445       0                        2509.28369140625         0.0                      55.87808609008789        11281                    0.0                      56.18369674682617        230379                   2.2872262001037598       15.34701156616211        -0.003306163242086768    0.14244996011257172      0.9994814991950989       4.805160269683029e-09    8.65260124206543         0.010128851979970932     0.00134488963522017      0.0                      2.5539658069610596       0.2740151882171631       0.15151119232177734      0.09665703773498535      0.14823344349861145      0.04508063197135925      2.5846948623657227       0.025846941396594048     1.0                      0.9982528686523438       1.8440171480178833       -2.339473247528076       0.21353992819786072      0.024978935718536377     1.5211966037750244       0.3283449709415436       0.2717492878437042       0.15494470298290253      0.15961694717407227      0.0614168643951416       0.21019482612609863      0.6217993497848511       0.24507835507392883      0.46005114912986755      0.34925416111946106      0.27390214800834656      1.0                      
800                      0.5703510506285562       104988672                50596.444635053          0                        2509.28369140625         0.0                      60.26421356201172        11302                    0.0                      61.321983337402344       210794                   2.381002187728882        17.66537857055664        -0.005576889496296644    0.137226864695549        0.9999918341636658       1.2549281791507383e-07   8.642606735229492        0.010355416685342789     0.0013598473742604256    8.71930842549773e-06     2.75700044631958         0.27627289295196533      0.15528087317943573      0.10081130266189575      0.1577880084514618       0.04383458197116852      2.0180675983428955       0.020180674269795418     1.0                      0.9986515045166016       1.8298097848892212       -2.2296671867370605      0.19766800105571747      -0.006739994511008263    1.5529361963272095       0.3411858081817627       0.258372038602829        0.13066790997982025      0.11616123467683792      0.044058479368686676     0.15675847232341766      0.5633277297019958       0.1940886676311493       0.37787312269210815      0.3487057387828827       0.27502599358558655      1.0                      
900                      0.6421613764762878       118095872                50701.6736667284         0                        2509.28369140625         0.0                      65.85181427001953        9899                     0.0                      66.80696105957031        193145                   2.598296880722046        32.457576751708984       -0.007409465499222279    0.1324417144060135       0.9997925758361816       1.4825160121745284e-07   8.286340713500977        0.010111076757311821     0.0013437088346108794    0.0                      2.7507898807525635       0.28508955240249634      0.16210496425628662      0.1063818410038948       0.16879470646381378      0.04396894574165344      1.6602787971496582       0.016602786257863045     1.0                      0.9990806579589844       1.7864073514938354       -2.1074583530426025      0.19020983576774597      -0.02753402292728424     1.6164718866348267       0.354200154542923        0.24488113820552826      0.11366485059261322      0.10274017602205276      0.03938218578696251      0.13917241990566254      0.5428515672683716       0.1713399738073349       0.3488284945487976       0.3487057387828827       0.27502599358558655      1.0                      
