Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Group_Width         Disc_Group_Total_Width   Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     1.150536481671863        285469184                68087.1549802019         0                        5570.1591796875          0.0                      89.66358947753906        17934                    0.0                      94.9354476928711         293689                   6.710947036743164        69.39225006103516        -0.01623317413032055     0.08684289455413818      0.9999235272407532       1.2178353472336312e-06   6.8278069496154785       0.008396325632929802     0.0012244787067174911    1.743861685099546e-05    2.807384729385376        0.3342767655849457       0.32427677512168884      0.0                      1.0                      0.009999998845160007     1.0                      0.9985781311988831       0.9843398928642273       -1.0776700973510742      146.0                    1022.0                   0.12443302571773529      -0.07832568138837814     2.6029229164123535       0.6818421483039856       0.26128897070884705      0.08953153342008591      0.07647832483053207      0.03397711366415024      0.13288435339927673      0.5391871333122253       0.14226390421390533      0.30980202555656433      0.3509770929813385       0.2673843204975128       1.0                      
1100                     1.2664937884277767       313987584                68316.4874268329         0                        5570.1591796875          0.0                      90.20931243896484        17916                    0.0                      101.62303161621094       274057                   5.271035194396973        92.85073852539062        -0.01737055741250515     0.08841309696435928      1.0001286268234253       1.6747808331274427e-06   6.721877574920654        0.006123140454292297     0.0010456674499437213    3.487723370199092e-05    2.4958250522613525       0.33821287751197815      0.3282128870487213       0.0                      1.0                      0.009999999776482582     1.0                      0.9991821646690369       0.9669279456138611       -1.046412467956543       146.0                    1022.0                   0.128269225358963        0.01140139065682888      2.2878074645996094       0.6865605115890503       0.24657844007015228      0.0839705541729927       0.06561452150344849      0.03040291927754879      0.11665007472038269      0.5129736661911011       0.13421888649463654      0.29210588335990906      0.3509770929813385       0.2673843204975128       1.0                      
1200                     1.382249532341957        342505984                68435.44556531955        0                        5570.1591796875          0.0                      90.59469604492188        17744                    0.0                      104.31361389160156       266947                   4.44481086730957         54.960872650146484       -0.021315570920705795    0.08982691168785095      0.9998587965965271       2.038999809883535e-06    6.352750301361084        0.008491266518831253     0.0012313813203945756    9.591239358996972e-05    2.724790334701538        0.34220871329307556      0.3322088122367859       0.0                      1.0                      0.009999998845160007     1.0                      0.9994003772735596       0.9499058723449707       -1.0218753814697266      146.0                    1022.0                   0.13057784736156464      0.015309601090848446     2.126683235168457        0.6926379799842834       0.23666156828403473      0.07885240018367767      0.058298781514167786     0.028216715902090073     0.10693054646253586      0.48737040162086487      0.12914243340492249      0.2699342370033264       0.3509770929813385       0.2673843204975128       1.0                      
1300                     1.4979337037271923       371024384                68477.78662806979        0                        5570.1591796875          0.0                      90.82151794433594        17755                    0.0                      106.28993225097656       261749                   3.4244377613067627       50.64827346801758        -0.020581230521202087    0.08755188435316086      0.9998992085456848       1.7782858776627108e-06   6.549743175506592        0.007231413386762142     0.0011363655794411898    7.847377855796367e-05    2.6237263679504395       0.34616273641586304      0.3361627757549286       0.0                      1.0                      0.009999999776482582     1.0                      0.9995915293693542       0.9352793097496033       -0.9999273419380188      146.0                    1022.0                   0.13213041424751282      -0.0420994833111763      1.8689724206924438       0.6980000138282776       0.22987668216228485      0.0747780129313469       0.055422261357307434     0.026783199980854988     0.10048288851976395      0.4679419696331024       0.12535697221755981      0.26180127263069153      0.3509770929813385       0.2673843204975128       1.0                      
1400                     1.613418936530749        399542784                68595.74559707854        0                        5570.1591796875          0.0                      91.55877685546875        17659                    0.0                      107.44944763183594       258991                   2.6159920692443848       49.919742584228516       -0.017655571922659874    0.09543593227863312      0.99992436170578         1.1071355174863129e-06   7.033729553222656        0.0076820142567157745    0.001171235810033977     0.0                      2.991868019104004        0.34850171208381653      0.3385017216205597       0.0                      1.0                      0.009999998845160007     1.0                      0.9997045397758484       0.9248859882354736       -0.9895145297050476      146.0                    1022.0                   0.13475708663463593      -0.059233926236629486    1.6416796445846558       0.6967196464538574       0.22618326544761658      0.06979166716337204      0.05186228081583977      0.025292135775089264     0.09323612600564957      0.45151403546333313      0.12122727185487747      0.25050100684165955      0.3509770929813385       0.2673843204975128       1.0                      
1500                     1.7288808533218172       428061184                68609.60503365548        0                        5570.1591796875          0.0                      92.09713745117188        17501                    0.0                      108.01445770263672       257551                   2.1395206451416016       43.626834869384766       -0.015742458403110504    0.09374299645423889      0.9997581839561462       1.916672317747725e-06    7.2293243408203125       0.00850873626768589      0.0012326473370194435    5.231585237197578e-05    3.347442865371704        0.34923693537712097      0.3392370045185089       0.0                      1.0                      0.009999998845160007     1.0                      0.9997441172599792       0.9185512661933899       -0.9878458380699158      146.0                    1022.0                   0.13583466410636902      0.021069396287202835     1.495254397392273        0.6938654184341431       0.2218114584684372       0.06581687927246094      0.047279465943574905     0.023959053680300713     0.08881645649671555      0.43872734904289246      0.11752738058567047      0.24161288142204285      0.3509770929813385       0.2673843204975128       1.0                      
1600                     1.8442871436145571       456579584                68642.67068948512        0                        5570.1591796875          0.0                      91.95954132080078        17576                    0.0                      108.76802062988281       255763                   2.143808126449585        51.078575134277344       -0.017985165119171143    0.09276748448610306      0.9996792674064636       1.9735271052923054e-06   6.751902103424072        0.008317941799759865     0.0012187500251457095    4.3596541217993945e-05   2.342539072036743        0.3505946397781372       0.34059467911720276      0.0                      1.0                      0.009999998845160007     1.0                      0.999745786190033        0.9144985675811768       -0.9809244275093079      146.0                    1022.0                   0.13787837326526642      0.02467675879597664      1.4685537815093994       0.6954891681671143       0.22025078535079956      0.0618198961019516       0.04341021180152893      0.02252686582505703      0.08488652855157852      0.4226676821708679       0.11238055676221848      0.22847136855125427      0.3509770929813385       0.2673843204975128       1.0                      
1700                     1.9605037900474336       485097984                68164.03690473107        0                        5570.1591796875          0.0                      94.12698364257812        20388                    0.0                      109.06321716308594       255050                   1.8305931091308594       56.37858200073242        -0.01751321367919445     0.08983325213193893      0.999794602394104        2.0743045752169564e-06   6.4934515953063965       0.008818970061838627     0.0012549186358228326    6.103515625e-05          3.0116705894470215       0.35055890679359436      0.3405589163303375       0.0                      1.0                      0.009999999776482582     1.0                      0.9998377561569214       0.9123336672782898       -0.9799284934997559      146.0                    1022.0                   0.1399518996477127       -0.008099500089883804    1.3604260683059692       0.6933031678199768       0.21609869599342346      0.061667535454034805     0.04173332825303078      0.021930839866399765     0.08212684094905853      0.4156911075115204       0.11110680550336838      0.22702684998512268      0.3509770929813385       0.2673843204975128       1.0                      
1800                     2.075830259190665        513616384                68690.18288136432        0                        5570.1591796875          0.0                      92.35791778564453        17410                    0.0                      109.47891998291016       254087                   1.7357581853866577       46.45697021484375        -0.017324993386864662    0.09502706676721573      0.99976646900177         4.1296052586403675e-06   6.844886779785156        0.008695032447576523     0.0012460703728720546    5.231585237197578e-05    2.768284559249878        0.3505629897117615       0.34056296944618225      0.0                      1.0                      0.009999999776482582     1.0                      0.9998359680175781       0.9115590453147888       -0.9801760315895081      146.0                    1022.0                   0.14105404913425446      -0.0007102299714460969   1.3206866979599          0.6927658319473267       0.21589893102645874      0.0658303052186966       0.042527079582214355     0.02224605344235897      0.08131987601518631      0.41066840291023254      0.11266045272350311      0.2234629988670349       0.3509770929813385       0.2673843204975128       1.0                      
1900                     2.192115290231175        542134784                68123.95166086016        0                        5570.1591796875          0.0                      96.4715347290039         20505                    0.0                      109.84740447998047       253249                   1.663700819015503        29.27786636352539        -0.016203206032514572    0.09774111956357956      0.9998630881309509       7.213391654659063e-06    6.8176093101501465       0.008940290659666061     0.001263521146029234     6.975446740398183e-05    3.4132096767425537       0.34976059198379517      0.3397606313228607       0.0                      1.0                      0.009999998845160007     1.0                      0.9998570680618286       0.9128618240356445       -0.9858626127243042      146.0                    1022.0                   0.14198030531406403      -0.007817042991518974    1.3004837036132812       0.6878178715705872       0.2159373015165329       0.05687100812792778      0.04222215712070465      0.021512705832719803     0.07868511974811554      0.3966723382472992       0.10318869352340698      0.21697624027729034      0.3509770929813385       0.2673843204975128       1.0                      
1999                     2.30715565972858         570368000                68172.39800786099        0                        5570.1591796875          0.0                      98.93400573730469        19869                    0.0                      109.98278045654297       250378                   1.4649072885513306       33.47178268432617        -0.017383230850100517    0.09672143310308456      0.9999296069145203       5.444893758976832e-06    6.824564456939697        0.008738731034100056     0.0012491968227550387    0.00010463170474395156   2.9810848236083984       0.34985366463661194      0.3398536443710327       0.0                      1.0                      0.009999997913837433     1.0                      0.9998728632926941       0.9141368865966797       -0.9816978573799133      146.0                    1022.0                   0.14315682649612427      0.008807534351944923     1.2233481407165527       0.6892188191413879       0.21321481466293335      0.05711805820465088      0.04019560664892197      0.021294914186000824     0.07763975113630295      0.3881749212741852       0.09860357642173767      0.21240422129631042      0.3509770929813385       0.2673843204975128       1.0                      
