Iteration                Wall_Time                Samples                  Samples_Per_Second       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Aux_Loss            Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_State_Neg_Logit     Disc_Motion_Neg_Logit    Disc_Rot_Neg_Logit       Disc_Rot_Pos_Logit       Disc_Rot_Neg_Acc         Disc_Rot_Pos_Acc         Disc_Anchor              Disc_D_State             Disc_D_Motion            Disc_D_Rot               Disc_W_State             Disc_W_Motion            Disc_W_Rot               Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
0                        0.0019292822811338636    65536                    9435.863596770017        0.0                      60.0                     2048                     0.0                      0.0                      0                        110.86245727539062       -0.003849139902740717    0.03688964992761612      1.0004918575286865       0.0                      5.082534313201904        0.47391924262046814      262.30743408203125       1.9698021411895752       0.9375                   0.8731002807617188       0.1119188591837883       -0.871850848197937       0.25873374938964844      -0.3128117322921753      -1.3551701307296753      -0.060457997024059296    0.9892082214355469       0.0                      0.1119188591837883       -0.25650179386138916     0.7067943215370178       1.2947123050689697       0.1880161166191101       0.3050786852836609       0.506905198097229        13.441068649291992       6.235926151275635        1.424630880355835        0.2895811200141907       0.5654112696647644       1.5627741813659668       0.45425406098365784      1.6171821355819702       1.727604866027832        0.6188997626304626       1.7753301858901978       0.3407522439956665       0.26749688386917114      1.0                      
100                      0.08375821193059285      6619136                  21951.864139751517       0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.048145096749067307     0.027875050902366638     0.15106201171875         0.9993125200271606       0.0                      2.5912272930145264       0.21368324756622314      184.5660400390625        0.5967730283737183       1.0                      0.9968757629394531       4.033212184906006        -5.828731060028076       -7.190516471862793       -1.2765344381332397      -4.424123764038086       0.438169926404953        0.9886856079101562       1.0                      4.033212184906006        9.558680534362793        10.569836616516113       4.862293720245361        0.27933692932128906      0.7111538052558899       0.009509275667369366     -0.009094325825572014    0.22149989008903503      0.07134023308753967      0.2249329835176468       0.5626103281974792       1.520477533340454        0.4470921754837036       1.5906682014465332       1.6932008266448975       0.6275133490562439       1.799112319946289        0.3296010196208954       0.25039157271385193      1.0                      
200                      0.16517983376979828      13172736                 22152.179535625415       0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.08221223950386047      0.0063788616098463535    0.19579163193702698      0.999291718006134        0.0                      1.7256418466567993       0.09673687070608139      129.88546752929688       0.37291884422302246      1.0                      0.9968032836914062       2.8390145301818848       -4.465767860412598       -3.886655330657959       -3.496598482131958       -3.082674503326416       0.8516316413879395       0.9194183349609375       1.0                      2.8390145301818848       7.057900428771973        7.990765571594238        3.9343068599700928       0.28748181462287903      0.6871089339256287       0.025409197434782982     0.036009639501571655     0.28921183943748474      0.114009790122509        0.2419985830783844       0.5974419713020325       1.4552226066589355       0.42518678307533264      1.5425254106521606       1.6795586347579956       0.6494678258895874       1.9112944602966309       0.3314276933670044       0.25492575764656067      1.0                      
300                      0.2475568128294415       19726336                 22134.465681431273       0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.4613780677318573       0.004070968367159367     0.19876404106616974      0.9985038042068481       0.0                      1.4155546426773071       0.10276690870523453      93.2088394165039         0.4204130470752716       1.0                      0.9802055358886719       2.6744940280914307       -4.180837154388428       -2.8016324043273926      -4.598366737365723       -2.4517099857330322      1.1981046199798584       0.8411216735839844       1.0                      2.6744940280914307       6.834406852722168        7.390970230102539        3.649815082550049        0.3607875406742096       0.6123743057250977       0.02683829888701439      0.11294403672218323      0.7076469659805298       0.2074803113937378       0.4186311662197113       0.6023300886154175       1.4200739860534668       0.41360488533973694      1.5289617776870728       1.6704703569412231       0.646509051322937        1.9234211444854736       0.33286353945732117      0.26210564374923706      1.0                      
400                      0.32873378958967         26279936                 22206.36409580579        0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.7062865495681763       0.002260369947180152     0.17529907822608948      0.9981275796890259       0.0                      1.1590733528137207       0.08574066311120987      66.6424331665039         0.46471381187438965      1.0                      0.955780029296875        2.515272617340088        -3.9723079204559326      -3.4067821502685547      -3.821507453918457       -2.2280471324920654      1.3238054513931274       0.8047676086425781       1.0                      2.515272617340088        6.463921070098877        6.986380577087402        3.5518524646759033       0.36529219150543213      0.6016596555709839       0.03304813802242279      0.17437094449996948      0.8851584792137146       0.2837257385253906       0.5401302576065063       0.5876075625419617       1.3845351934432983       0.405426949262619        1.5009537935256958       1.6282474994659424       0.6394072771072388       1.939647912979126        0.3337959349155426       0.26901668310165405      1.0                      
500                      0.40938380618890124      32833536                 22278.42559668382        0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.7643799781799316       0.00039189084782265127   0.19559632241725922      0.9981237649917603       0.0                      0.9895783066749573       0.08055819571018219      48.11301803588867        0.4945710301399231       1.0                      0.9511604309082031       2.335052490234375        -3.858206033706665       -3.630537271499634       -3.650209426879883       -1.9509083032608032      1.4269461631774902       0.7797737121582031       1.0                      2.335052490234375        6.179535388946533        6.679422855377197        3.377854824066162        0.3702624440193176       0.5938245058059692       0.03591306507587433      0.11615511775016785      0.8985819816589355       0.2888423204421997       0.5299748778343201       0.5895266532897949       1.3495477437973022       0.3906993567943573       1.4222276210784912       1.5671658515930176       0.6363781094551086       1.9028071165084839       0.33408328890800476      0.27401721477508545      1.0                      
600                      0.49035321679380206      39387136                 22312.224609534573       0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.8347377181053162       -0.006562670227140188    0.1880950927734375       0.9994077086448669       0.0                      0.8697931170463562       0.0709180161356926       35.18473815917969        0.5314807295799255       1.0                      0.9435958862304688       2.2400872707366943       -3.7405848503112793      -3.641409397125244       -3.5687215328216553      -1.7220407724380493      1.4936448335647583       0.7449378967285156       1.0                      2.2400872707366943       5.9920654296875          6.444681644439697        3.215686082839966        0.38026514649391174      0.5818125605583191       0.03792227432131767      0.04793234169483185      0.9209747910499573       0.31985145807266235      0.5506941080093384       0.5670192241668701       1.3085427284240723       0.37688371539115906      1.3628478050231934       1.4987082481384277       0.6143184304237366       1.7914936542510986       0.3334222137928009       0.2788069546222687       1.0                      
700                      0.5723061076137754       45940736                 22298.059352823846       0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.7093226313591003       0.003858036594465375     0.1775360107421875       0.9985643625259399       0.0                      0.7910327911376953       0.07214470207691193      26.108264923095703       0.5446231365203857       1.0                      0.946533203125           2.1933517456054688       -3.7088353633880615      -3.688525915145874       -3.54846453666687        -1.6477054357528687      1.5361286401748657       0.7277603149414062       1.0                      2.1933517456054688       5.935966491699219        6.344950199127197        3.1838340759277344       0.390184611082077        0.5693532228469849       0.04046215862035751      0.08245369791984558      0.8560282588005066       0.3174954652786255       0.5317742824554443       0.5410813689231873       1.2934412956237793       0.36363160610198975      1.3154802322387695       1.4252631664276123       0.5993027091026306       1.7347240447998047       0.3323701024055481       0.2829509973526001       1.0                      
800                      0.6534650659561158       52494336                 22314.5210963416         0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   0.5869430303573608       0.009434569627046585     0.17388610541820526      0.9965507388114929       0.0                      0.7426546216011047       0.07449961453676224      19.710737228393555       0.5592697858810425       1.0                      0.9492530822753906       2.1479697227478027       -3.6152637004852295      -3.6628687381744385      -3.429044723510742       -1.6112405061721802      1.5394859313964844       0.7145614624023438       1.0                      2.1479697227478027       5.811487197875977        6.184849739074707        3.150726318359375        0.39850547909736633      0.5595921277999878       0.04190243035554886      0.17463645339012146      0.8390887975692749       0.31632745265960693      0.5098491907119751       0.5598275065422058       1.1873159408569336       0.3359836935997009       1.205515742301941        1.342569351196289        0.5962157249450684       1.6501610279083252       0.33167168498039246      0.28642821311950684      1.0                      
900                      0.7351171396838294       59047936                 22312.368409066014       0.0                      60.0                     2048                     0.0                      59.999996185302734       108544                   1.3339712619781494       -0.0007009945693425834   0.20285339653491974      0.9985977411270142       5.35792299416471e-09     0.7321308851242065       0.08180291205644608      15.223188400268555       0.5885046124458313       1.0                      0.9601020812988281       2.075289726257324        -3.4493844509124756      -3.559723138809204       -3.2126781940460205      -1.4923936128616333      1.48581063747406         0.6840286254882812       1.0                      2.075289726257324        5.626633644104004        5.885826587677002        2.9782042503356934       0.42353031039237976      0.53232342004776         0.04414631798863411      0.17588526010513306      1.2172613143920898       0.3246270418167114       0.4539601802825928       0.5364006757736206       0.7839769721031189       0.23170587420463562      0.8231351375579834       1.2226364612579346       0.5382790565490723       1.3689543008804321       0.33156290650367737      0.28974980115890503      1.0                      
