Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Distance_Mean       Disc_Distance_Std        Disc_Anchor_Bias         Disc_Group_Width         Disc_Group_Total_Width   Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     1.1073478511306976       262406144                65001.27894064286        0                        6189.74169921875         0.0                      76.43182373046875        19612                    0.0                      81.33232116699219        316057                   2.362125873565674        57.73540115356445        -0.0066483947448432446   0.10974579304456711      0.99988853931427         1.98532276840524e-07     7.757462501525879        0.009629984386265278     0.0013113523600623012    0.0                      2.953701972961426        0.17939087748527527      0.17939087748527527      0.0                      0.0                      0.0                      1.0                      0.9996337890625          1.6485588550567627       -2.2825214862823486      3.9310801029205322       1.967273235321045        1.6485588550567627       146.0                    1022.0                   0.18779367208480835      0.010166901163756847     1.5519795417785645       0.37803858518600464      0.25153759121894836      0.08704566210508347      0.09529782831668854      0.03708617389202118      0.12937583029270172      0.5186312198638916       0.15967565774917603      0.3402339220046997       0.3524675965309143       0.26426780223846436      1.0                      
1100                     1.219479470319218        288620544                64939.71535600145        0                        6189.74169921875         0.0                      77.92208099365234        19464                    0.0                      85.8424301147461         299260                   2.1223347187042236       53.830074310302734       -0.008761106058955193    0.09892196953296661      0.9996212124824524       5.929712756369554e-07    7.182438850402832        0.008981125429272652     0.0012664032401517034    1.743861685099546e-05    2.6180529594421387       0.17694830894470215      0.17694830894470215      0.0                      0.0                      0.0                      1.0                      0.9997024536132812       1.6510897874832153       -2.286437511444092       3.937527656555176        1.9254016876220703       1.6510897874832153       146.0                    1022.0                   0.25386443734169006      -0.02367924526333809     1.448645830154419        0.3676389455795288       0.24300362169742584      0.0927523598074913       0.08875785768032074      0.036327898502349854     0.1266845464706421       0.5114629864692688       0.1595318764448166       0.32842156291007996      0.3524675965309143       0.26426780223846436      1.0                      
1200                     1.3315776373942694       314834944                64959.09803851351        0                        6190.0517578125          0.0                      82.12919616699219        18217                    0.0                      89.67611694335938        286180                   1.9686944484710693       36.42301940917969        -0.006270361132919788    0.09952697902917862      0.9996978640556335       6.750495344931551e-07    7.409993648529053        0.008022675290703773     0.0011969234328716993    1.743861685099546e-05    2.8406126499176025       0.17756694555282593      0.17756694555282593      0.0                      0.0                      0.0                      1.0                      0.9997243881225586       1.6553055047988892       -2.2165400981903076      3.8718457221984863       1.8162262439727783       1.6553055047988892       146.0                    1022.0                   0.19080273807048798      0.0765131264925003       1.4054150581359863       0.37066972255706787      0.2380352020263672       0.08546341955661774      0.07956650108098984      0.03358519449830055      0.11743637919425964      0.49198204278945923      0.14872927963733673      0.31216269731521606      0.3524675965309143       0.26426780223846436      1.0                      
1300                     1.4436401045984693       341049344                64979.790418923956       0                        6190.171875              0.0                      85.31976318359375        17399                    0.0                      93.66262817382812        273779                   2.049441337585449        35.28097915649414        -0.014160466380417347    0.09017258137464523      0.9998566508293152       4.4849488745057897e-07   6.992284297943115        0.00706897210329771      0.0011235306737944484    1.743861685099546e-05    2.474534511566162        0.17605766654014587      0.17605766654014587      0.0                      0.0                      0.0                      1.0                      0.9997968673706055       1.6611268520355225       -2.1789534091949463      3.840080499649048        1.7157349586486816       1.6611268520355225       146.0                    1022.0                   0.18529903888702393      -0.04289897531270981     1.4476374387741089       0.3656099736690521       0.23173882067203522      0.07878194004297256      0.07116139680147171      0.030999865382909775     0.11076392233371735      0.4772008955478668       0.14025355875492096      0.29317229986190796      0.3524675965309143       0.26426780223846436      1.0                      
1400                     1.555865327252282        367263744                64885.55246574944        0                        6190.171875              0.0                      88.08161926269531        16920                    0.0                      97.82561492919922        261947                   2.1677699089050293       44.693519592285156       -0.015925509855151176    0.10746689140796661      1.0001541376113892       1.3929972055848339e-06   7.738173007965088        0.009912867099046707     0.0013304734602570534    8.71930842549773e-06     3.448509931564331        0.17370857298374176      0.17370857298374176      0.0                      0.0                      0.0                      1.0                      0.9998683929443359       1.666689157485962        -2.1713786125183105      3.8380677700042725       1.6495678424835205       1.666689157485962        146.0                    1022.0                   0.2797563672065735       -0.10251453518867493     1.4775141477584839       0.35428690910339355      0.22390972077846527      0.07325449585914612      0.06362377107143402      0.029318368062376976     0.10327772796154022      0.4608166217803955       0.12936890125274658      0.27329206466674805      0.3524675965309143       0.26426780223846436      1.0                      
1500                     1.668062005771531        393478144                64902.06217265516        0                        6190.171875              0.0                      91.05811309814453        16321                    0.0                      101.7710952758789        251482                   1.7023223638534546       31.17472267150879        -0.015991277992725372    0.11652527004480362      0.9998708963394165       1.7457898593420396e-06   8.297231674194336        0.011085317470133305     0.0014069548342376947    8.71930842549773e-06     3.3850510120391846       0.17453376948833466      0.17453376948833466      0.0                      0.0                      0.0                      1.0                      0.9998874664306641       1.671942949295044        -2.113617181777954       3.785560369491577        1.597691535949707        1.671942949295044        146.0                    1022.0                   0.3348499834537506       0.04537971317768097      1.3124911785125732       0.36282676458358765      0.2241484820842743       0.08892371505498886      0.06051337718963623      0.028718018904328346     0.10247691720724106      0.455938458442688        0.131503164768219        0.2657877802848816       0.3524675965309143       0.26426780223846436      1.0                      
1600                     1.7802594858407974       419692544                64901.59191538362        0                        6190.171875              0.0                      90.62907409667969        16319                    0.0                      105.34471130371094       242847                   1.3959163427352905       34.081119537353516       -0.014629343524575233    0.10968094319105148      0.9998750686645508       2.162756572943181e-06    7.872097015380859        0.008459187112748623     0.0012290539452806115    2.615792618598789e-05    2.897242307662964        0.17420479655265808      0.17420479655265808      0.0                      0.0                      0.0                      1.0                      0.9998846054077148       1.6749498844146729       -2.075516700744629       3.75046706199646         1.4906284809112549       1.6749498844146729       146.0                    1022.0                   0.26198405027389526      0.049183037132024765     1.187897801399231        0.3601006269454956       0.2185414880514145       0.07307402044534683      0.052954014390707016     0.026244143024086952     0.09264473617076874      0.4371313154697418       0.12335437536239624      0.2434469610452652       0.3524675965309143       0.26426780223846436      1.0                      
1700                     1.8922882843679851       445906944                64999.3183819689         0                        6190.171875              0.0                      91.60435485839844        16021                    0.0                      106.61913299560547       239919                   1.2251713275909424       29.572805404663086       -0.01752610318362713     0.10269012302160263      0.9998744130134583       2.1128214484633645e-06   7.313188076019287        0.008722783997654915     0.0012480552541092038    2.615792618598789e-05    3.230633497238159        0.17378316819667816      0.17378316819667816      0.0                      0.0                      0.0                      1.0                      0.9998807907104492       1.676336646080017        -2.0521645545959473      3.728501319885254        1.4349337816238403       1.676336646080017        146.0                    1022.0                   0.25156524777412415      0.013633801601827145     1.1120244264602661       0.3601027727127075       0.21525806188583374      0.06949564814567566      0.04914890229701996      0.02480268105864525      0.08905694633722305      0.42715492844581604      0.11966623365879059      0.23660218715667725      0.3524675965309143       0.26426780223846436      1.0                      
1800                     2.0042074049843683       472121344                65063.01842201095        0                        6190.171875              0.0                      91.28570556640625        16228                    0.0                      107.52002716064453       237877                   1.0792231559753418       21.909757614135742       -0.012551321648061275    0.10984878987073898      0.9998445510864258       4.393737526697805e-06    8.123202323913574        0.008325450122356415     0.0012193007860332727    5.231585237197578e-05    4.359146595001221        0.17503279447555542      0.17503279447555542      0.0                      0.0                      0.0                      1.0                      0.9998683929443359       1.6772184371948242       -2.0143721103668213      3.6915910243988037       1.3973478078842163       1.6772184371948242       146.0                    1022.0                   0.2599378824234009       -0.0008855152409523726   1.0458240509033203       0.35483014583587646      0.2108180671930313       0.07098070532083511      0.048264626413583755     0.024618931114673615     0.08872312307357788      0.41915208101272583      0.1193317323923111       0.22922392189502716      0.3524675965309143       0.26426780223846436      1.0                      
1900                     2.1161126114262476       498335744                65071.11747408967        0                        6190.171875              0.0                      90.95685577392578        16221                    0.0                      107.70156860351562       237475                   1.1320997476577759       25.836095809936523       -0.015466305427253246    0.11155395954847336      0.9998685717582703       6.033592399035115e-06    8.278646469116211        0.008379426784813404     0.0012232461012899876    2.615792618598789e-05    3.474792003631592        0.17276987433433533      0.17276987433433533      0.0                      0.0                      0.0                      1.0                      0.999934196472168        1.6784346103668213       -2.0319876670837402      3.7104222774505615       1.4065208435058594       1.6784346103668213       146.0                    1022.0                   0.21317991614341736      -0.029836654663085938    1.073155164718628        0.3557280898094177       0.20833979547023773      0.07375236600637436      0.04682272672653198      0.023674074560403824     0.08615503460168839      0.4097365736961365       0.11644315719604492      0.22153902053833008      0.3524675965309143       0.26426780223846436      1.0                      
1999                     2.2271277531650333       524288000                64936.88583595116        0                        6190.171875              0.0                      91.46509552001953        16910                    0.0                      108.42930603027344       233351                   0.9867913126945496       28.998350143432617       -0.014258034527301788    0.11213531345129013      0.9999815821647644       4.511144652497023e-06    8.353821754455566        0.010227790102362633     0.001351442071609199     2.615792618598789e-05    3.3842825889587402       0.1728290468454361       0.1728290468454361       0.0                      0.0                      0.0                      1.0                      0.9999208450317383       1.6791038513183594       -2.0150938034057617      3.6941978931427          1.386837363243103        1.6791038513183594       146.0                    1022.0                   0.2763809263706207       -0.002554693492129445    1.0013937950134277       0.3558352589607239       0.20591653883457184      0.06417004019021988      0.04224906861782074      0.022733699530363083     0.0820564553141594       0.39603519439697266      0.11002377420663834      0.2174261212348938       0.3524675965309143       0.26426780223846436      1.0                      
