Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Grad_Penalty_Neg    Disc_Grad_Penalty_Pos    Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     0.7647653261158202       131203072                49023.67063022025        0                        2509.28369140625         0.0                      72.23355865478516        10670                    0.0                      71.02604675292969        181348                   0.44121477007865906      2.281461238861084        -0.0047568464651703835   0.13500213623046875      0.9996766448020935       1.4775184808968334e-07   7.897594451904297        0.01087898574769497      0.001393801998347044     0.0                      2.2705187797546387       0.09604866057634354      0.040316347032785416     0.39727357029914856      0.49710404872894287      0.29744312167167664      1.6004960536956787       0.016004959121346474     1.0                      0.9994106292724609       3.3537533283233643       -6.002996921539307       0.10201528668403625      0.00233086128719151      0.6663174033164978       0.09560912847518921      0.16283300518989563      0.4740832448005676       0.5708617568016052       0.17450033128261566      0.6944201588630676       0.7914387583732605       0.41704073548316956      0.842963695526123        0.3472703695297241       0.2711704969406128       1.0                      
1100                     0.8389645038048427       144310272                49069.30594707531        0                        2509.28369140625         0.0                      77.046630859375          9910                     0.0                      79.40941619873047        162029                   0.4478640556335449       2.596444606781006        -0.005774968303740025    0.12912292778491974      1.0000152587890625       2.854991123513173e-07    8.066916465759277        0.009848728775978088     0.0013261620188131928    1.743861685099546e-05    2.3916521072387695       0.0944916307926178       0.039783645421266556     0.4000242352485657       0.5128026008605957       0.28724583983421326      1.4705559015274048       0.014705555513501167     1.0                      0.9995632171630859       3.3710203170776367       -5.726205348968506       0.10030872374773026      -0.010557902976870537    0.6709320545196533       0.09481336921453476      0.1505269557237625       0.45780953764915466      0.5635644197463989       0.1724109947681427       0.676875650882721        0.7858497500419617       0.39272138476371765      0.8054506182670593       0.3472703695297241       0.2711704969406128       1.0                      
1200                     0.9130499668253793       157417472                49144.62236730215        0                        2509.28369140625         0.0                      79.1679458618164         9683                     0.0                      84.9636001586914         151277                   0.45775100588798523      3.325707197189331        -0.005171083379536867    0.13871002197265625      0.9995899200439453       2.4787937036307994e-06   8.77054214477539         0.011295156553387642     0.0014202093007043004    7.847377855796367e-05    2.6983776092529297       0.09558172523975372      0.040049634873867035     0.4174976348876953       0.535062849521637        0.2999323308467865       1.378232717514038        0.013782326132059097     1.0                      0.999603271484375        3.371814250946045        -5.482601642608643       0.102875255048275        -0.0008934843353927135   0.6784915924072266       0.09781379252672195      0.1469487100839615       0.4364875853061676       0.5078859925270081       0.15889503061771393      0.6224422454833984       0.7724055051803589       0.3873382806777954       0.7461766600608826       0.3472703695297241       0.2711704969406128       1.0                      
1300                     0.9871929813755883       170524672                49106.473189535944       0                        2509.28369140625         0.0                      82.35166931152344        9313                     0.0                      89.1922378540039         143936                   0.41158512234687805      2.658193349838257        -0.006171596702188253    0.13778534531593323      0.9998242259025574       2.533631004553172e-06    8.439891815185547        0.013569973409175873     0.0015566680813208222    4.3596541217993945e-05   2.8577966690063477       0.09580083191394806      0.04007725417613983      0.42631152272224426      0.5541327595710754       0.29849034547805786      1.309241771697998        0.013092419132590294     1.0                      0.9997367858886719       3.358933210372925        -5.330780506134033       0.10204251855611801      -0.0009921579621732235   0.6434610486030579       0.0952172800898552       0.1365024745464325       0.4190017580986023       0.4493444263935089       0.14371129870414734      0.5603776574134827       0.7505409121513367       0.35599300265312195      0.6831119060516357       0.3472703695297241       0.2711704969406128       1.0                      
1400                     1.0622112794054879       183631872                48533.516779935264       0                        2509.28369140625         0.0                      85.44329071044922        8805                     0.0                      92.81478881835938        138243                   0.40510159730911255      3.1246297359466553       -0.007058653514832258    0.1402236968278885       0.999271035194397        1.331632665824145e-05    8.439399719238281        0.011701535433530807     0.0014455328928306699    4.3596541217993945e-05   3.090460777282715        0.09725436568260193      0.0406203456223011       0.44064900279045105      0.5761923789978027       0.305105596780777        1.2569125890731812       0.0125691257417202       1.0                      0.999755859375           3.3436121940612793       -5.203890323638916       0.10395213961601257      -0.0002593211829662323   0.6387914419174194       0.09662435948848724      0.13628102838993073      0.38209667801856995      0.3877631425857544       0.1271481066942215       0.5042989253997803       0.7284911274909973       0.32327887415885925      0.6415100693702698       0.3472703695297241       0.2711704969406128       1.0                      
1500                     1.1375538317362468       196739072                48324.643117977954       0                        2509.28369140625         0.0                      89.67593383789062        8273                     0.0                      94.97107696533203        135089                   0.3792397975921631       3.384817123413086        -0.00798091571778059     0.149119570851326        0.9994382858276367       4.856595296587329e-06    9.420478820800781        0.011935621500015259     0.0014599193818867207    2.615792618598789e-05    3.667182445526123        0.09843689948320389      0.04151133447885513      0.44830334186553955      0.5969708561897278       0.29963576793670654      1.209524154663086        0.012095240876078606     1.0                      0.99981689453125         3.322326183319092        -5.085309028625488       0.10302963107824326      -0.0007514830213040113   0.6178480982780457       0.09943422675132751      0.13450509309768677      0.36878859996795654      0.37962761521339417      0.12254087626934052      0.48801153898239136      0.7089760303497314       0.30217108130455017      0.621440052986145        0.3472703695297241       0.2711704969406128       1.0                      
1600                     1.2132672039667765       209846272                48087.97556105968        0                        2509.28369140625         0.0                      90.47014617919922        8263                     0.0                      97.40744018554688        131661                   0.37082478404045105      3.1660845279693604       -0.007583542261272669    0.16864319145679474      0.9994755983352661       1.2814843103114981e-05   9.920032501220703        0.013302171602845192     0.001541230478323996     0.00020926340948790312   3.6524744033813477       0.0998120903968811       0.04196930676698685      0.4615499973297119       0.6134323477745056       0.30966752767562866      1.1687774658203125       0.011687776073813438     1.0                      0.9998950958251953       3.2992665767669678       -5.013101100921631       0.10414949804544449      0.0021578087471425533    0.611645519733429        0.09896061569452286      0.13016889989376068      0.33570387959480286      0.3385532796382904       0.11084587126970291      0.4465276896953583       0.6919599771499634       0.2809756398200989       0.5898728966712952       0.3472703695297241       0.2711704969406128       1.0                      
1700                     1.2884326773219639       222953472                48438.49494021811        0                        2509.28369140625         0.0                      92.74766540527344        8005                     0.0                      99.60127258300781        128672                   0.34342968463897705      3.320974826812744        -0.00765959033742547     0.15885010361671448      0.9998946189880371       1.492490446253214e-05    9.747906684875488        0.013286802917718887     0.0015403403667733073    0.0002528599579818547    4.078014373779297        0.10047135502099991      0.042372509837150574     0.46768635511398315      0.625985324382782        0.30938735604286194      1.1330208778381348       0.011330206878483295     1.0                      0.9998340606689453       3.283229112625122        -4.945112228393555       0.10364744067192078      0.001363754621706903     0.5878156423568726       0.09791290760040283      0.13001884520053864      0.3097315728664398       0.32194316387176514      0.10522119700908661      0.4253442883491516       0.6775898337364197       0.26957178115844727      0.5690099000930786       0.3472703695297241       0.2711704969406128       1.0                      
1800                     1.364782994919353        236060672                47686.79187358175        0                        2509.28369140625         0.0                      92.8918685913086         7936                     0.0                      101.79076385498047       125806                   0.329037070274353        3.020063877105713        -0.010846209712326527    0.16628113389015198      0.9996628165245056       1.0020084118878003e-05   9.764716148376465        0.011918227188289165     0.0014588547637686133    0.00046212333836592734   4.020354270935059        0.1005779281258583       0.04267358034849167      0.4693455994129181       0.6392298340797424       0.2994612753391266       1.0969783067703247       0.010969782248139381     1.0                      0.9998683929443359       3.264023542404175        -4.868677139282227       0.10131188482046127      -0.009756181389093399    0.5758800506591797       0.09747013449668884      0.12635591626167297      0.3151325285434723       0.3230530917644501       0.10497016459703445      0.42391717433929443      0.6716604232788086       0.2646511495113373       0.5655484795570374       0.3472703695297241       0.2711704969406128       1.0                      
1900                     1.4409591302606795       249167872                47795.839210974824       0                        2509.28369140625         0.0                      93.28739166259766        7988                     0.0                      104.39036560058594       122710                   0.29868072271347046      3.273679733276367        -0.012330870144069195    0.15628662705421448      1.0001976490020752       1.0629278222040739e-05   9.439921379089355        0.014325893484055996     0.0015994373243302107    0.00020054409105796367   3.924441337585449        0.10251352190971375      0.04334837198257446      0.48545774817466736      0.661374032497406        0.3095415532588959       1.0619373321533203       0.010619373060762882     1.0                      0.9999046325683594       3.244352102279663        -4.745419502258301       0.10326956957578659      -0.015549509786069393    0.5499638319015503       0.09922108799219131      0.12496830523014069      0.32734060287475586      0.3265066146850586       0.10525652021169662      0.4238542318344116       0.6696730852127075       0.2619604468345642       0.5695048570632935       0.3472703695297241       0.2711704969406128       1.0                      
2000                     1.5158320749468273       262275072                48627.74067773722        0                        2509.28369140625         0.0                      92.60224914550781        7982                     0.0                      105.89848327636719       120815                   0.28476089239120483      3.1436188220977783       -0.009687519632279873    0.165547177195549        0.9997008442878723       3.22556406899821e-05     10.332085609436035       0.015804724767804146     0.0016799625009298325    0.00010463170474395156   3.992720365524292        0.10396232455968857      0.04388649761676788      0.49792104959487915      0.6766719818115234       0.3191700279712677       1.0283725261688232       0.010283726267516613     1.0                      0.9998950958251953       3.2292633056640625       -4.696642875671387       0.10464049875736237      0.009946939535439014     0.5352733135223389       0.10022813081741333      0.1271616518497467       0.3295508027076721       0.32656651735305786      0.10569505393505096      0.42783525586128235      0.668792724609375        0.26120543479919434      0.5778182744979858       0.3472703695297241       0.2711704969406128       1.0                      
2100                     1.5907629944218529       275382272                48590.11854081702        0                        2509.28369140625         0.0                      92.1036148071289         7999                     0.0                      107.35404968261719       119259                   0.2585380971431732       2.6311802864074707       -0.013066506944596767    0.14764252305030823      0.9995209574699402       2.6160274501307867e-05   9.041172981262207        0.013173609040677547     0.001533765229396522     0.0001482282386859879    3.8316755294799805       0.1044623851776123       0.04435174912214279      0.5016863346099854       0.6951403617858887       0.30823230743408203      0.994198203086853        0.009941981174051762     1.0                      0.9999465942382812       3.2075998783111572       -4.620302200317383       0.10203570127487183      -0.0004413997521623969   0.5111950039863586       0.09992314130067825      0.12445294857025146      0.3169139623641968       0.31440338492393494      0.10164465010166168      0.40972763299942017      0.6539749503135681       0.2559826374053955       0.5637617707252502       0.3472703695297241       0.2711704969406128       1.0                      
2200                     1.6656779698530833       288489472                48600.45843834767        0                        2509.28369140625         0.0                      93.24447631835938        7901                     0.0                      107.84195709228516       118627                   0.2325465828180313       3.261296033859253        -0.011376882903277874    0.16148987412452698      0.9995953440666199       1.564655394759029e-05    9.787251472473145        0.012044883333146572     0.0014665871858596802    0.0002615792618598789    3.8330888748168945       0.10587115585803986      0.04494938626885414      0.5130300521850586       0.7106137871742249       0.31544631719589233      0.9618769288063049       0.009618772193789482     1.0                      0.9999313354492188       3.19028639793396         -4.586337566375732       0.10303852707147598      0.008228907361626625     0.4837736487388611       0.10060141980648041      0.12438547611236572      0.3150939643383026       0.32490625977516174      0.10499729961156845      0.4218513071537018       0.6673009991645813       0.2524765133857727       0.5726708769798279       0.3472703695297241       0.2711704969406128       1.0                      
2300                     1.7409121378925112       301596672                48394.26382725892        0                        2509.28369140625         0.0                      92.57118225097656        8099                     0.0                      108.57515716552734       117859                   0.22873491048812866      3.5189545154571533       -0.012309099547564983    0.15799103677272797      0.999798595905304        8.958270882430952e-06    9.375757217407227        0.01303117536008358      0.0015254513127729297    0.000244140625           3.6352460384368896       0.10612260550260544      0.0453115738928318       0.5150351524353027       0.7239384651184082       0.30613183975219727      0.9307495951652527       0.009307495318353176     1.0                      0.9999542236328125       3.1748809814453125       -4.540459632873535       0.10106586664915085      0.00034122465876862407   0.48065173625946045      0.1008475050330162       0.12497255206108093      0.329155296087265        0.3222050666809082       0.10532010346651077      0.4235415756702423       0.668377697467804        0.2542751133441925       0.5612772107124329       0.3472703695297241       0.2711704969406128       1.0                      
2400                     1.8185383096668455       314703872                46903.016576028174       0                        2509.28369140625         0.0                      94.41860961914062        7806                     0.0                      109.37478637695312       116973                   0.2040288895368576       2.8248445987701416       -0.011110263876616955    0.15984497964382172      0.9997609257698059       1.168075505120214e-05    10.167350769042969       0.011141324415802956     0.0014105051523074508    0.00015694755711592734   4.3782453536987305       0.10697879642248154      0.045874468982219696     0.5210002064704895       0.7377088069915771       0.30429163575172424      0.9004292488098145       0.009004292078316212     1.0                      0.9999637603759766       3.1602694988250732       -4.49179744720459        0.10032502561807632      0.002335154451429844     0.4546583890914917       0.10210730880498886      0.1240634024143219       0.3262052536010742       0.32679757475852966      0.10632957518100739      0.4287169575691223       0.66398686170578         0.2513396739959717       0.5723291039466858       0.3472703695297241       0.2711704969406128       1.0                      
2500                     1.8934048634767533       327811072                48631.89581726605        0                        2509.28369140625         0.0                      95.52584075927734        7729                     0.0                      110.00817108154297       116265                   0.210711270570755        2.8519535064697266       -0.012449734844267368    0.17907105386257172      1.0002838373184204       1.4027688848727848e-05   10.453261375427246       0.013961904682219028     0.0015789872268214822    0.00034877232974395156   4.3096818923950195       0.10778253525495529      0.04628496244549751      0.527691662311554        0.7547885775566101       0.30059465765953064      0.8728402853012085       0.00872840266674757      1.0                      0.9999351501464844       3.1466872692108154       -4.477315902709961       0.09943222999572754      -0.008197775110602379    0.4602426290512085       0.10227910429239273      0.1238740012049675       0.333493709564209        0.3242877721786499       0.1053747907280922       0.42619597911834717      0.6587717533111572       0.24616558849811554      0.5527857542037964       0.3472703695297241       0.2711704969406128       1.0                      
2600                     1.9683850267860625       340918272                48558.2052658109         0                        2509.28369140625         0.0                      98.16502380371094        7585                     0.0                      109.87702178955078       116400                   0.19841092824935913      3.238208770751953        -0.012146973051130772    0.17559662461280823      0.999398410320282        2.3459242584067397e-05   10.518945693969727       0.011458443477749825     0.0014304383657872677    0.0005144391907379031    4.297353267669678        0.10736717283725739      0.04631306976079941      0.5259968042373657       0.7548019289970398       0.29719144105911255      0.8454425930976868       0.008454427123069763     1.0                      0.9999504089355469       3.132401466369629        -4.50199556350708        0.09758763015270233      0.0009111755643971264    0.44729360938072205      0.099561408162117        0.12394805997610092      0.33915969729423523      0.32065722346305847      0.10406285524368286      0.4226838946342468       0.6552876830101013       0.2461801916360855       0.5392508506774902       0.3472703695297241       0.2711704969406128       1.0                      
2700                     2.0437336113055546       354025472                48320.8097099297         0                        2509.28369140625         0.0                      95.200927734375          7795                     0.0                      110.22673797607422       116040                   0.1909908801317215       2.7171738147735596       -0.010765466839075089    0.17495575547218323      0.9995397925376892       2.6459552827873267e-05   10.41763973236084        0.011234870180487633     0.0014164146268740296    0.0003836495743598789    4.414792537689209        0.10873688012361526      0.04695005714893341      0.535852313041687        0.7743924856185913       0.29731225967407227      0.8201581239700317       0.008201581425964832     1.0                      0.9999618530273438       3.1226089000701904       -4.414276123046875       0.09807781130075455      -0.004687837325036526    0.43883904814720154      0.10227027535438538      0.1246001347899437       0.32826197147369385      0.31216296553611755      0.1021004319190979       0.415530800819397        0.6499861478805542       0.24824106693267822      0.5380669236183167       0.3472703695297241       0.2711704969406128       1.0                      
2800                     2.1188312955697377       367132672                48482.21878052132        0                        2509.28369140625         0.0                      95.8930892944336         7764                     0.0                      110.30287170410156       115940                   0.18718533217906952      2.779874086380005        -0.011521547101438046    0.179127499461174        0.9997054934501648       6.6635702751227655e-06   10.718974113464355       0.013545339927077293     0.001555254333652556     0.00020054409105796367   4.755372524261475        0.10933055728673935      0.047224611043930054     0.5413731336593628       0.7889596819877625       0.29378634691238403      0.7968645691871643       0.007968646474182606     1.0                      0.9999408721923828       3.114171266555786        -4.37674617767334        0.09730878472328186      0.0017521798145025969    0.43461936712265015      0.10301743447780609      0.123898446559906        0.3106611967086792       0.30166056752204895      0.10056079924106598      0.4078766703605652       0.6402186155319214       0.24664632976055145      0.5276028513908386       0.3472703695297241       0.2711704969406128       1.0                      
2900                     2.1947042853302428       380239872                47986.81307587173        0                        2509.28369140625         0.0                      95.3363037109375         7752                     0.0                      110.455322265625         115824                   0.1811569333076477       3.6810200214385986       -0.011772572994232178    0.17091523110866547      0.9998831748962402       1.5634183000656776e-05   9.837789535522461        0.0123378224670887       0.0014843145618215203    0.00036621096660383046   4.507258892059326        0.10949015617370605      0.047271642833948135     0.5447689890861511       0.7946354150772095       0.2949026823043823       0.7741608023643494       0.00774160772562027      1.0                      0.9999351501464844       3.1061840057373047       -4.357022762298584       0.09728967398405075      -0.004186525940895081    0.42669999599456787      0.1019647866487503       0.12417102605104446      0.3140825629234314       0.3070651888847351       0.10148931294679642      0.4093559682369232       0.6399198770523071       0.24943998456001282      0.5257524847984314       0.3472703695297241       0.2711704969406128       1.0                      
3000                     2.270681793358591        393347072                47920.79014934564        0                        2509.28369140625         0.0                      94.6493911743164         7755                     0.0                      110.59239959716797       115699                   0.1878763884305954       2.793701410293579        -0.012828673236072063    0.1640777587890625       0.9996129870414734       1.2294017324165907e-05   9.854984283447266        0.013879235833883286     0.0015743060503154993    0.00028773717349395156   4.899380683898926        0.10961740463972092      0.047788187861442566     0.5431521534919739       0.810950756072998        0.2753535509109497       0.7514007687568665       0.007514007855206728     1.0                      0.9999294281005859       3.0914816856384277       -4.332677364349365       0.0934547632932663       -0.00906582921743393     0.43632394075393677      0.10336250066757202      0.12447240203619003      0.31458884477615356      0.31014105677604675      0.10242366790771484      0.415729820728302        0.6455835103988647       0.2503712475299835       0.5309621095657349       0.3472703695297241       0.2711704969406128       1.0                      
3100                     2.3468031624952954       406454272                47830.22332225381        0                        2509.28369140625         0.0                      96.7848892211914         7610                     0.0                      110.81240844726562       115399                   0.17206189036369324      2.8894259929656982       -0.012083015404641628    0.17067109048366547      0.999975860118866        1.2037707165291067e-05   10.246826171875          0.012879934161901474     0.0015165728982537985    0.00016566686099395156   4.729308605194092        0.11042256653308868      0.04798949509859085      0.5511211156845093       0.8218293190002441       0.2804131507873535       0.7320960760116577       0.007320960983633995     1.0                      0.9999370574951172       3.088144540786743        -4.325047969818115       0.09442263841629028      0.0008382346713915467    0.4158399999141693       0.10391511023044586      0.12564246356487274      0.307160884141922        0.30862346291542053      0.10023663192987442      0.4068925082683563       0.6394574046134949       0.24644628167152405      0.5303264856338501       0.3472703695297241       0.2711704969406128       1.0                      
