Iteration                Wall_Time                Samples                  Samples_Per_Second       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Disc_Base_Reward_Mean    Disc_Base_Reward_Std     Disc_P_Reward_Mean       Disc_P_Reward_Std        Disc_Prog_Reward_Mean    Disc_Prog_Reward_Std     Disc_Abs_Reward_Mean     Disc_Abs_Reward_Std      Disc_Energy_Mean         Disc_Energy_Std          Disc_Energy_P95          Disc_Energy_Max          Disc_Abs_Root_Mean       Disc_Abs_Root_Std        Disc_E_Root_Pos          Disc_E_Root_Rot          Disc_E_Joint_Rot         Disc_E_Body_Pos          Disc_E_Root_Vel          Disc_E_Root_Ang          Disc_E_Dof_Vel           Disc_Flow_Norm           Disc_Flow_Tangent_Gap    Disc_Flow_Tangent_R_Gap  Disc_Flow_Rev_Gap        Disc_Flow_Shuffle_Gap    Disc_Reward_Clip_Frac    Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
0                        0.0032904003726111518    65536                    5532.592506363597        0.0                      300.0                    2048                     0.0                      0.0                      0                        0.0394727997481823       -0.005753869656473398    0.05383911356329918      0.9997698664665222       0.0                      6.441617488861084        2.1824944019317627       162.7730255126953        0.71875                  0.9196128845214844       0.0026510150637477636    -3.507741928100586       -0.05960562825202942     0.1933986097574234       -0.011560440994799137    0.09713291376829147      0.008933501318097115     0.07910981774330139      -0.020493943244218826    0.04116294905543327      -0.002411416731774807    0.037351470440626144     -0.018082525581121445    0.007954632863402367     0.8499106168746948       0.3905298411846161       1.5737967491149902       2.5342538356781006       -0.0012650326825678349   0.0015545111382380128    0.009035948663949966     0.03913024812936783      0.008573701605200768     0.006613988429307938     0.06130490452051163      0.3701450228691101       0.35510683059692383      14.049416542053223       1.1757162809371948       0.04053370654582977      2.4382386207580566       1.6944782733917236       0.001220703125           2.1394104957580566       1.7001017332077026       0.5027680397033691       1.7853524684906006       1.6898921728134155       0.5585142374038696       1.7154422998428345       0.3404017984867096       0.2673198878765106       1.0                      
100                      0.0657689713107215       6619136                  27956.175263899204       0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.10445012897253036      -0.006553927902132273    0.12575988471508026      1.000192642211914        0.0                      1.556758999824524        0.2125907689332962       97.32785034179688        1.0                      1.0                      1.1822537183761597       -3.0506598949432373      -0.05561089515686035     0.3578192889690399       -0.2873249650001526      0.0496927909553051       -0.23204395174980164     0.03432484343647957      -0.05528100207448006     0.03341120854020119      -0.0003852525551337749   0.027143362909555435     -0.05489574372768402     0.015264558605849743     1.0075955390930176       0.33334025740623474      1.6049389839172363       2.428128957748413        -0.040534473955631256    0.014967077411711216     0.28953197598457336      0.03837926685810089      0.006749801337718964     0.007387600839138031     0.04899776354432106      0.31624141335487366      0.3003076910972595       8.109861373901367        0.18261566758155823      0.017254099249839783     0.16843192279338837      0.30271467566490173      0.0                      2.1816983222961426       1.7216010093688965       0.5033081769943237       1.796717882156372        1.633122444152832        0.5596507787704468       1.7495664358139038       0.3341907560825348       0.22608964145183563      1.0                      
200                      0.13032944785224068      13172736                 28075.72190040875        0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.05756227299571037      -0.008358470164239407    0.12859497964382172      0.9998790621757507       0.0                      0.9920591115951538       0.11942894756793976      63.47956848144531        1.0                      1.0                      1.7050611972808838       -2.732722759246826       0.01542478147894144      0.26206159591674805      -0.2539352774620056      0.05480901524424553      -0.19825603067874908     0.04130985587835312      -0.05567925050854683     0.03326771780848503      -0.0003543181228451431   0.02673417329788208      -0.05532493069767952     0.01566922664642334      1.0039494037628174       0.3312647044658661       1.5940792560577393       2.4349381923675537       -0.041120268404483795    0.015344043262302876     0.2937161922454834       0.036868758499622345     0.005978326313197613     0.007261947728693485     0.048391375690698624     0.31920671463012695      0.292525976896286        8.11209487915039         0.20889118313789368      0.019187044352293015     0.1245555430650711       0.29817092418670654      0.0                      2.1521453857421875       1.582909345626831        0.4860031306743622       1.741647720336914        1.5996079444885254       0.5521911382675171       1.7491474151611328       0.33483919501304626      0.23069092631340027      1.0                      
300                      0.1940798286596934       19726336                 28233.42237892119        0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.04618331789970398      -0.007976049557328224    0.15232239663600922      0.9999958276748657       0.0                      0.7069278955459595       0.08346451073884964      42.70391082763672        1.0                      0.9998855590820312       1.9452658891677856       -2.4575507640838623      0.04893177002668381      0.23331275582313538      -0.22188028693199158     0.05608613044023514      -0.17060363292694092     0.041457027196884155     -0.05127662420272827     0.032343290746212006     -0.0003195437602698803   0.025858180597424507     -0.0509570837020874      0.015380535274744034     0.9629384279251099       0.33704763650894165      1.565982699394226        2.4017624855041504       -0.03698136657476425     0.014632988721132278     0.2641526162624359       0.03617742657661438      0.004860002547502518     0.007111203856766224     0.049295540899038315     0.3162948489189148       0.2850468158721924       8.237914085388184        0.2553367614746094       0.022700075060129166     0.11853931844234467      0.3580029308795929       0.0                      2.048433780670166        1.5420825481414795       0.4776196777820587       1.747293472290039        1.5539578199386597       0.5586860775947571       1.7859770059585571       0.3363916575908661       0.2360919564962387       1.0                      
400                      0.257327300839954        26279936                 28368.471586162883       0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.035982705652713776     -0.00701736519113183     0.16257934272289276      0.9995625615119934       0.0                      0.5538753271102905       0.06933505833148956      29.526813507080078       1.0                      0.9993782043457031       2.0305593013763428       -2.232656717300415       0.05703570693731308      0.19435837864875793      -0.19300296902656555     0.058535825461149216     -0.14738845825195312     0.045245490968227386     -0.04561451077461243     0.03082653507590294      -0.0003872314700856805   0.024877218529582024     -0.04522727429866791     0.014191529713571072     0.9101139903068542       0.3388671875             1.5207881927490234       2.3422393798828125       -0.03152916207909584     0.013552777469158173     0.2252083122730255       0.036317773163318634     0.0035612094216048717    0.006833888590335846     0.0490637868642807       0.32243460416793823      0.26669439673423767      8.273573875427246        0.2894415855407715       0.02487868070602417      0.11816012859344482      0.39529550075531006      0.0                      1.903093934059143        1.5221010446548462       0.4658859074115753       1.6787700653076172       1.4667068719863892       0.5491976737976074       1.8300565481185913       0.33767595887184143      0.24176965653896332      1.0                      
500                      0.32009244256549413      32833536                 28493.10216001284        0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.04583311080932617      -0.008580743335187435    0.190032958984375        0.9997366070747375       0.0                      0.4719986617565155       0.06478838622570038      20.86301040649414        1.0                      0.9987373352050781       2.0107431411743164       -2.0725138187408447      0.04150088131427765      0.2191622257232666       -0.17166513204574585     0.06634321063756943      -0.13229036331176758     0.05709311366081238      -0.03937477990984917     0.028918655589222908     -0.00036115554394200444  0.023593204095959663     -0.03901362419128418     0.012738028541207314     0.8286384344100952       0.33594226837158203      1.436295509338379        2.249384641647339        -0.026180997490882874    0.012989303097128868     0.1870071291923523       0.03308136388659477      0.002831161953508854     0.005978782661259174     0.047810256481170654     0.302334189414978        0.24959556758403778      8.27535629272461         0.31141209602355957      0.025990406051278114     0.11914874613285065      0.4375654458999634       0.0                      1.6842495203018188       1.4287772178649902       0.4360688626766205       1.5193407535552979       1.4012515544891357       0.553361713886261        1.7669066190719604       0.33797013759613037      0.24798543751239777      1.0                      
600                      0.38354125108983783      39387136                 28525.930600743657       0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.03925483301281929      -0.010244752280414104    0.19381408393383026      0.9995837211608887       0.0                      0.41608384251594543      0.0622175894677639       14.89622974395752        1.0                      0.9986953735351562       1.9438436031341553       -2.018411159515381       0.032048434019088745     0.20180809497833252      -0.1642417013645172      0.06912615895271301      -0.13240650296211243     0.06142275035381317      -0.031835198402404785    0.026884622871875763     -0.0001322511670878157   0.022019902244210243     -0.03170294687151909     0.011734060011804104     0.7542880177497864       0.33785876631736755      1.3546066284179688       2.251619815826416        -0.019386716187000275    0.012313191778957844     0.13847655057907104      0.027041997760534286     0.002651257673278451     0.005309214349836111     0.04949446767568588      0.28607994318008423      0.24523454904556274      8.300174713134766        0.3250349760055542       0.02692120149731636      0.11285695433616638      0.4767727255821228       0.0                      1.3231821060180664       1.2922874689102173       0.4061754643917084       1.407903790473938        1.3735753297805786       0.5672919750213623       1.7335237264633179       0.33769387006759644      0.255207359790802        1.0                      
700                      0.44779970718754664      45940736                 28497.8202324078         0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.038141749799251556     -0.0006240456714294851   0.193115234375           0.9995736479759216       0.0                      0.37809649109840393      0.06055489182472229      10.732344627380371       1.0                      0.9985694885253906       1.8914848566055298       -1.9819512367248535      0.03244383633136749      0.19857776165008545      -0.1586730182170868      0.07137914001941681      -0.1315907984972         0.06297600269317627      -0.02708221599459648     0.02554900385439396      -0.00012660080392379314  0.021557090803980827     -0.026955613866448402    0.009388590231537819     0.713942289352417        0.3406205177307129       1.3208940029144287       2.278871536254883        -0.014789563603699207    0.009342813864350319     0.1056397408246994       0.025677092373371124     0.0023687887005507946    0.005090883933007717     0.04888599365949631      0.28519707918167114      0.24108269810676575      8.303949356079102        0.32746604084968567      0.02697269432246685      0.10864659398794174      0.5103855133056641       0.0                      1.2013481855392456       1.2305855751037598       0.39104825258255005      1.3397300243377686       1.350591778755188        0.5717344880104065       1.746691107749939        0.3372233510017395       0.2626471519470215       1.0                      
800                      0.5116561265124215       52494336                 28499.140818254225       0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.03155232220888138      -0.009451079182326794    0.18773804605007172      1.000180721282959        0.0                      0.3516802489757538       0.05924325808882713      7.8215651512146          1.0                      0.9984855651855469       1.849760890007019        -1.9557989835739136      0.004692214075475931     0.1821696013212204       -0.15536504983901978     0.07299048453569412      -0.13004431128501892     0.064003124833107        -0.02532074972987175     0.025526752695441246     -0.00011524977162480354  0.021654143929481506     -0.025205500423908234    0.008880404755473137     0.7046259641647339       0.3468708097934723       1.3109402656555176       2.06710147857666         -0.012965142726898193    0.00801173597574234      0.09260815382003784      0.024851668626070023     0.0020710560493171215    0.004983522463589907     0.049043163657188416     0.29426056146621704      0.23680786788463593      8.383915901184082        0.34619951248168945      0.028225716203451157     0.10917886346578598      0.5150304436683655       0.0                      1.1509032249450684       1.1968462467193604       0.38258251547813416      1.307776927947998        1.3201770782470703       0.5753654837608337       1.751882553100586        0.33676883578300476      0.2693410813808441       1.0                      
900                      0.5758528339862824       59047936                 28483.32677448483        0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.06297168135643005      -0.011824589222669601    0.18469849228858948      0.9991626143455505       0.0                      0.3313218355178833       0.057875506579875946     5.769246578216553        1.0                      0.998565673828125        1.8208774328231812       -1.9507290124893188      -0.011475238017737865    0.2568836510181427       -0.15823209285736084     0.07778704911470413      -0.13332012295722961     0.06736134737730026      -0.024911969900131226    0.02645501308143139      -3.9847203879617155e-05  0.02192215621471405      -0.02487212046980858     0.010282575152814388     0.6988958716392517       0.3582458198070526       1.3202064037322998       2.1852707862854004       -0.01270990539342165     0.008431199006736279     0.09078503400087357      0.023920902982354164     0.0019445575308054686    0.004931211471557617     0.048575155436992645     0.29654592275619507      0.23219305276870728      8.509998321533203        0.3539389371871948       0.028989892452955246     0.1121852695941925       0.5430220365524292       0.0                      1.1817922592163086       1.1641318798065186       0.37599456310272217      1.2828375101089478       1.3037958145141602       0.5758721828460693       1.732391357421875        0.3363249897956848       0.2752639353275299       1.0                      
999                      0.640012020667394        65536000                 28443.910202594554       0.0                      300.0                    2048                     0.0                      300.0                    20480                    0.20658613741397858      -0.01688160002231598     0.15506592392921448      0.9997137188911438       1.2941161919854949e-08   0.31591176986694336      0.057746659964323044     4.324873924255371        1.0                      0.998565673828125        1.8062986135482788       -1.9938138723373413      0.0018145786598324776    0.45850610733032227      -0.16265302896499634     0.08212509751319885      -0.1419384479522705      0.07139863073825836      -0.020714592188596725    0.025360850617289543     -0.00010662067506927997  0.02126614935696125      -0.020607972517609596    0.010349804535508156     0.6652693748474121       0.36822396516799927      1.2689334154129028       2.312100887298584        -0.008519682101905346    0.007459879387170076     0.060854874551296234     0.027552396059036255     0.0019982950761914253    0.005704142153263092     0.04620824381709099      0.2984727621078491       0.22447866201400757      8.484281539916992        0.34658294916152954      0.028731876984238625     0.10728903114795685      0.5412248373031616       0.00048828125            0.978111982345581        1.1329162120819092       0.3743612766265869       1.2353079319000244       1.2538113594055176       0.5381169319152832       1.6384100914001465       0.33594316244125366      0.2802852690219879       1.0                      
