Iteration                Wall_Time                Samples                  Samples_Per_Second       Raw_Env_Test_Return      Test_Episode_Length      Test_Episodes            Raw_Env_Return           Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob
1000                     1.074622760017713        262406144                67829.00778534982        0.0                      300.0                    8192                     0.0                      292.5921936035156        84454                    1.3969757556915283       -0.017435245215892792    0.08135070651769638      0.9998955130577087       4.087986235390417e-05    0.3806127607822418       0.06356946378946304      4.600519180297852        1.0                      0.9999866485595703       1.4815915822982788       -1.5628042221069336      0.04653187841176987      1.1873395442962646       0.44097575545310974      0.17110565304756165      0.07492096722126007      0.054799821227788925     0.03153447434306145      0.11352783441543579      0.6321528553962708       0.2424602061510086       0.4630603790283203       0.36956965923309326      0.1959056556224823       1.0
1100                     1.179034716354476        288620544                67998.31440182085        0.0                      300.0                    8192                     0.0                      294.2021789550781        83907                    1.2610924243927002       -0.01718050055205822     0.08041305840015411      0.9999303221702576       6.582441710634157e-05    0.3771749436855316       0.06391969323158264      3.483966112136841        1.0                      0.9999895095825195       1.4392726421356201       -1.5229860544204712      -0.005146331619471312    1.124071717262268        0.448495090007782        0.1666964888572693       0.07332642376422882      0.051961857825517654     0.030055256560444832     0.10882782936096191      0.6197739243507385       0.23126940429210663      0.4470183551311493       0.36956965923309326      0.1959056556224823       1.0
1200                     1.282747599416309        314834944                68177.20894656559        0.0                      300.0                    8192                     0.0                      294.5889587402344        83746                    1.174640417098999        -0.017339810729026794    0.08740844577550888      0.9999505281448364       6.007463889545761e-05    0.37540751695632935      0.06425392627716064      2.6814515590667725       1.0                      0.9999866485595703       1.410735011100769        -1.4881532192230225      0.004116568248718977     1.0801963806152344       0.4587612748146057       0.1648503541946411       0.07082957774400711      0.04927453026175499      0.028377918526530266     0.10068909823894501      0.6133060455322266       0.2337888926267624       0.44064682722091675      0.36956965923309326      0.1959056556224823       1.0
1300                     1.386317744122611        341049344                68336.37475285037        0.0                      300.0                    8192                     0.0                      295.0755920410156        83563                    1.0965487957000732       -0.01614760234951973     0.08499222248792648      0.9998565912246704       6.798744288971648e-05    0.3732905387878418       0.06424787640571594      2.103624105453491        1.0                      0.9999971389770508       1.39149808883667         -1.4660465717315674      0.010742101818323135     1.0473331212997437       0.4635024666786194       0.16120027005672455      0.0670798197388649       0.04732668027281761      0.027531007304787636     0.10120533406734467      0.5924208760261536       0.23069247603416443      0.42387187480926514      0.36956965923309326      0.1959056556224823       1.0
1400                     1.4895625129010943       367263744                68488.36875464559        0.0                      300.0                    8192                     0.0                      295.55047607421875       83384                    0.8170565366744995       -0.00915019866079092     0.09333419799804688      0.9998375177383423       7.582449325127527e-05    0.372195303440094        0.06435457617044449      1.6858595609664917       1.0                      0.999995231628418        1.3760162591934204       -1.4510399103164673      0.03218447417020798      0.8853729367256165       0.46717947721481323      0.1595306396484375       0.06448281556367874      0.046398140490055084     0.027247970923781395     0.09688038378953934      0.5806143879890442       0.224293515086174        0.41982302069664         0.36956965923309326      0.1959056556224823       1.0
1500                     1.5919486582279205       393478144                68657.66925304694        0.0                      300.0                    8192                     0.0                      296.6982727050781        83010                    0.7180717587471008       -0.006636559963226318    0.10334625095129013      0.999811589717865        7.524387183366343e-05    0.3710888624191284       0.06427980214357376      1.3806730508804321       1.0                      0.9999961853027344       1.365838646888733        -1.43891441822052        0.013894716277718544     0.8594226837158203       0.4694952964782715       0.15999025106430054      0.06828433275222778      0.04818398877978325      0.02693348564207554      0.09742029756307602      0.5741661787033081       0.22595006227493286      0.4313136041164398       0.36956965923309326      0.1959056556224823       1.0
1600                     1.6950851059622234       419692544                68776.05248973283        0.0                      300.0                    8192                     0.0                      295.94720458984375       83240                    0.7078322172164917       -0.008969306014478207    0.10109710693359375      0.999518096446991        7.090868166415021e-05    0.37197697162628174      0.06486180424690247      1.156828761100769        1.0                      1.0                      1.3581210374832153       -1.4267525672912598      0.022182464599609375     0.8396640419960022       0.47481703758239746      0.1589212417602539       0.0674184262752533       0.043571196496486664     0.025433653965592384     0.09100467711687088      0.5726711750030518       0.22440482676029205      0.42133280634880066      0.36956965923309326      0.1959056556224823       1.0
1700                     1.7975349741511875       445906944                68907.165524548          0.0                      300.0                    8192                     0.0                      296.4996643066406        83055                    0.8314642906188965       -0.008539575152099133    0.08397674560546875      0.9996842741966248       7.009616092545912e-05    0.3699796199798584       0.06425277888774872      0.9926646947860718       1.0                      0.9999980926513672       1.3519893884658813       -1.4215914011001587      0.0011301047634333372    0.8802773356437683       0.4750637412071228       0.15644584596157074      0.06660290062427521      0.04335309937596321      0.025486448779702187     0.09247567504644394      0.5661089420318604       0.21960552036762238      0.4200003743171692       0.36956965923309326      0.1959056556224823       1.0
1800                     1.9000691628456117       472121344                69021.07583356103        0.0                      300.0                    8192                     0.0                      296.63446044921875       83009                    0.652601957321167        -0.003544264007359743    0.12060699611902237      0.9997604489326477       8.721133781364188e-05    0.3711259067058563       0.06491243094205856      0.869627058506012        1.0                      0.9999961853027344       1.34779953956604         -1.4122188091278076      0.01563582569360733      0.7777979969978333       0.47553884983062744      0.1558377742767334       0.0753088891506195       0.04688430577516556      0.026103300973773003     0.09440566599369049      0.5631465911865234       0.22201187908649445      0.42964306473731995      0.36956965923309326      0.1959056556224823       1.0
1900                     1.9996870565414429       498335744                69224.12939701234        0.0                      300.0                    8192                     0.0                      296.98968505859375       82894                    0.7591615319252014       -0.012144082225859165    0.10001526027917862      0.9997372627258301       9.374486398883164e-05    0.37088921666145325      0.06508524715900421      0.7781728506088257       1.0                      0.9999971389770508       1.3440428972244263       -1.4115995168685913      -0.010170312598347664    0.8572430610656738       0.47465887665748596      0.15428251028060913      0.07273820787668228      0.04446907341480255      0.02556133083999157      0.09325467795133591      0.5630125999450684       0.22028382122516632      0.4200184643268585       0.36956965923309326      0.1959056556224823       1.0
1999                     2.0997194359699884       524288000                69359.53111672637        0.0                      300.0                    8192                     0.0                      297.3418273925781        82744                    0.5625829696655273       -0.005336230620741844    0.11582489311695099      0.9998454451560974       7.707998884143308e-05    0.37186309695243835      0.06540156900882721      0.7073715925216675       1.0                      1.0                      1.3411376476287842       -1.4043596982955933      0.0084743183106184       0.760804295539856        0.47757822275161743      0.15613318979740143      0.05584421381354332      0.04504142329096794      0.025204656645655632     0.0903545543551445       0.5627666711807251       0.22187569737434387      0.41524583101272583      0.36956965923309326      0.1959056556224823       1.0
