Iteration                Wall_Time                Samples                  Samples_Per_Second       Resume_Count             Peak_GPU_Memory_MB       Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Critic_Grad_Norm         Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Actor_Grad_Norm          Policy_Kl                Action_Mean_Update_Rms   Action_Mean_Bound_Frac   Actor_First_Layer_Grad_NormDisc_Loss                Disc_Cls_Loss            Disc_Grad_Penalty        Disc_Neg_Grad_Penalty    Disc_Pos_Grad_Penalty    Disc_Logit_Loss          Disc_Logit_Reg_Loss      Disc_Pos_Acc             Disc_Neg_Acc             Disc_Pos_Logit           Disc_Neg_Logit           Disc_Param_Grad_Norm     Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Root_Pos_Err             Root_Rot_Err             Body_Pos_Err             Body_Rot_Err             Dof_Vel_Err              Root_Vel_Err             Root_Ang_Vel_Err         Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1000                     1.1106559944815106       262406144                65982.57182420291        0                        4707.52978515625         0.0                      54.80712890625           8192                     0.0                      85.59269714355469        300085                   5.6348185539245605       99.2228775024414         -0.009649725630879402    0.09290237724781036      0.9997663497924805       2.914460139891162e-07    6.713016033172607        0.007222831714898348     0.0011356920003890991    8.71930842549773e-06     2.0708553791046143       0.4589621424674988       0.29262349009513855      0.06082715466618538      0.10044626146554947      0.02120807021856308      4.468435764312744        0.04468435421586037      1.0                      0.9990835189819336       1.117669701576233        -1.249678611755371       0.33252599835395813      0.02294955402612686      2.36029052734375         0.6212857365608215       0.282653272151947        0.07722679525613785      0.13003075122833252      0.056850582361221313     0.17909549176692963      0.8034042716026306       0.27685990929603577      0.40657204389572144      0.3526191711425781       0.26641789078712463      1.0                      
1100                     1.2210064998600219       288620544                65987.87372939847        0                        4707.52978515625         0.0                      54.0003662109375         8192                     0.0                      90.82257080078125        282365                   5.294209003448486        66.85564422607422        -0.01183091476559639     0.095098115503788        0.999941349029541        7.180685770435957e-07    7.154311656951904        0.007755562663078308     0.001176829682663083     8.71930842549773e-06     2.318946599960327        0.4557448625564575       0.2998054027557373       0.06094567850232124      0.10054271668195724      0.021348632872104645     3.404813766479492        0.034048132598400116     1.0                      0.999201774597168        1.0863966941833496       -1.200148105621338       0.3014412820339203       0.013324351981282234     2.326420545578003        0.6316989064216614       0.2729094922542572       0.09171812981367111      0.11494841426610947      0.05356355011463165      0.1727103888988495       0.7548319101333618       0.25374218821525574      0.3591231405735016       0.3526191711425781       0.26641789078712463      1.0                      
1200                     1.3314157903194428       314834944                65952.73917097182        0                        4707.52978515625         0.0                      55.8062744140625         8192                     0.0                      96.77005767822266        264707                   5.6341447830200195       141.8567352294922        -0.016432931646704674    0.09776382893323898      1.000156283378601        5.293632625580358e-07    7.242474555969238        0.010683296248316765     0.0013812085380777717    8.71930842549773e-06     3.2794253826141357       0.4538942575454712       0.3061431050300598       0.060694802552461624     0.10059408098459244      0.02079552784562111      2.636157274246216        0.02636156789958477      1.0                      0.999485969543457        1.0590753555297852       -1.1549062728881836      0.2761756181716919       -0.06218472123146057     2.327122449874878        0.6396207809448242       0.2618699073791504       0.10034637898206711      0.11265908926725388      0.05447068437933922      0.174112468957901        0.776844322681427        0.2704586982727051       0.3571546673774719       0.3526191711425781       0.26641789078712463      1.0                      
1300                     1.442188536392318        341049344                65736.34390615205        0                        4707.52978515625         0.0                      65.810546875             8192                     0.0                      101.7657699584961        251508                   3.9859209060668945       39.00849151611328        -0.01855199784040451     0.092127226293087        1.0000370740890503       1.1578098337849951e-06   6.70277738571167         0.006472026463598013     0.001075045671314001     8.71930842549773e-06     2.337643623352051        0.45481961965560913      0.31238970160484314      0.06083172559738159      0.10138154029846191      0.020281903445720673     2.076650619506836        0.020766500383615494     1.0                      0.9995832443237305       1.0343457460403442       -1.1090600490570068      0.2540247440338135       0.01867823861539364      2.017191171646118        0.6533133387565613       0.25045138597488403      0.15831564366817474      0.09536481648683548      0.04840238019824028      0.1555008590221405       0.7524102330207825       0.274708092212677        0.4052213132381439       0.3526191711425781       0.26641789078712463      1.0                      
1400                     1.5529397351874246       367263744                65749.13107677578        0                        4707.52978515625         0.0                      66.05517578125           8192                     0.0                      104.3486099243164        245252                   3.367664098739624        54.1027717590332         -0.019017061218619347    0.0976409912109375       0.9997338652610779       1.6408226883868338e-06   7.008648872375488        0.008337423205375671     0.0012201752979308367    3.487723370199092e-05    2.3194773197174072       0.4562539756298065       0.3177710473537445       0.060919035226106644     0.10181310027837753      0.020024994388222694     1.6644914150238037       0.01664491556584835      1.0                      0.9996824264526367       1.0113141536712646       -1.075300931930542       0.23921926319599152      0.015940135344862938     1.844247817993164        0.6616461873054504       0.24013251066207886      0.18304027616977692      0.10078319907188416      0.05267874523997307      0.17527320981025696      0.7851580381393433       0.28708451986312866      0.4334625005722046       0.3526191711425781       0.26641789078712463      1.0                      
1500                     1.6634542869196998       393478144                65889.91891893456        0                        4707.52978515625         0.0                      65.9896240234375         8192                     0.0                      105.18267059326172       243235                   2.9042952060699463       46.47401428222656        -0.01915740594267845     0.10565567016601562      0.9998466372489929       2.57885267274105e-06     7.6830291748046875       0.00784981343895197      0.00118395802564919      3.487723370199092e-05    4.338161468505859        0.45947206020355225      0.32343581318855286      0.06123388186097145      0.10210223495960236      0.020365508273243904     1.3568588495254517       0.01356858853250742      1.0                      0.9997243881225586       0.9897149205207825       -1.0420411825180054      0.22844651341438293      0.006344846449792385     1.7166259288787842       0.6729623079299927       0.23133286833763123      0.19522090256214142      0.10802886635065079      0.05365614965558052      0.17524489760398865      0.7897980213165283       0.290867418050766        0.4527174234390259       0.3526191711425781       0.26641789078712463      1.0                      
1600                     1.7741546656688054       419692544                65779.31536651787        0                        4707.52978515625         0.0                      68.00025177001953        8192                     0.0                      106.24382781982422       240768                   2.528653860092163        47.241519927978516       -0.01906324177980423     0.10306473076343536      0.9999265074729919       7.364161319856066e-06    7.023586273193359        0.009181372821331024     0.0012804437428712845    6.103515625e-05          3.045863151550293        0.46101120114326477      0.3276384174823761       0.06106019765138626      0.10209154337644577      0.020028838887810707     1.1252392530441284       0.011252391152083874     1.0                      0.9997835159301758       0.9712367653846741       -1.024046540260315       0.22007998824119568      -0.007399686146527529    1.6219018697738647       0.6767796277999878       0.22744904458522797      0.18968747556209564      0.08690210431814194      0.047566838562488556     0.15806852281093597      0.7675435543060303       0.2839169204235077       0.41634854674339294      0.3526191711425781       0.26641789078712463      1.0                      
1700                     1.8846145134501988       445906944                65922.55463586161        0                        4707.52978515625         0.0                      67.48681640625           8192                     0.0                      106.78343200683594       239509                   2.3155438899993896       53.11901092529297        -0.018730537965893745    0.10332870483398438      0.9997732043266296       3.44146610586904e-06     7.365005016326904        0.01034928485751152      0.001359444228000939     4.3596541217993945e-05   3.065014600753784        0.4635617136955261       0.331644743680954        0.06120600923895836      0.10234726220369339      0.020064756274223328     0.9504910707473755       0.009504910558462143     1.0                      0.99981689453125         0.9561420679092407       -1.0042670965194702      0.2112790197134018       -0.01609078422188759     1.527316689491272        0.6855777502059937       0.22088295221328735      0.19654801487922668      0.09711248427629471      0.04946891963481903      0.16251350939273834      0.7601995468139648       0.28607094287872314      0.45428338646888733      0.3526191711425781       0.26641789078712463      1.0                      
1800                     1.9953343422545327       472121344                65767.75817408354        0                        4707.52978515625         0.0                      69.4736328125            8192                     0.0                      107.30506896972656       238333                   1.9437516927719116       35.757904052734375       -0.017716778442263603    0.09257202595472336      0.999909520149231        7.422444468829781e-06    6.513469219207764        0.008350307121872902     0.0012211182620376348    2.615792618598789e-05    3.3721132278442383       0.46485471725463867      0.3343138098716736       0.06118208169937134      0.10223706811666489      0.02012709528207779      0.8176769614219666       0.008176770061254501     1.0                      0.9998397827148438       0.9443713426589966       -0.9928699135780334      0.20551520586013794      -0.039383649826049805    1.4095795154571533       0.687992513179779        0.2177325040102005       0.16926583647727966      0.08724392205476761      0.04493114352226257      0.14975738525390625      0.7618077993392944       0.2610710859298706       0.4530128538608551       0.3526191711425781       0.26641789078712463      1.0                      
1900                     2.1061203461223177       498335744                65728.47362324581        0                        4707.52978515625         0.0                      76.4783935546875         8192                     0.0                      107.91165161132812       237002                   1.9544672966003418       57.89236831665039        -0.018262842670083046    0.10550232231616974      0.9997919201850891       6.002431746310322e-06    7.583106994628906        0.009629806503653526     0.001311339670792222     3.487723370199092e-05    3.0161612033843994       0.46613791584968567      0.3366415500640869       0.06116558983922005      0.10220106691122055      0.020130109041929245     0.7165194153785706       0.007165192626416683     1.0                      0.9998340606689453       0.9335390329360962       -0.9867533445358276      0.20036642253398895      -0.0632481724023819      1.4099518060684204       0.688798189163208        0.21701370179653168      0.2020140439271927       0.14990684390068054      0.055654723197221756     0.1974024921655655       0.7263588905334473       0.2404724508523941       0.4882524609565735       0.3526191711425781       0.26641789078712463      1.0                      
1999                     2.2154576514164606       524288000                65933.369149959          0                        4707.52978515625         0.0                      75.002197265625          8192                     0.0                      107.88188934326172       234684                   1.7781140804290771       32.43877029418945        -0.016906840726733208    0.10659942775964737      0.9997915625572205       7.208447641460225e-06    7.677140712738037        0.00971483625471592      0.0013171167811378837    7.847377855796367e-05    3.511500358581543        0.4665043354034424       0.3384004533290863       0.06085335463285446      0.10220552980899811      0.01950117014348507      0.6397184729576111       0.0063971844501793385    1.0                      0.9998626708984375       0.9248608946800232       -0.9814949035644531      0.19338147342205048      -0.02031359262764454     1.353234887123108        0.6904256343841553       0.21521027386188507      0.16208109259605408      0.12952186167240143      0.0630318820476532       0.2025260180234909       0.7466465830802917       0.2318911999464035       0.5156362056732178       0.3526191711425781       0.26641789078712463      1.0                      
